Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Season,Player_Clean,Team_Clean,MPG,PPG,RPG,APG,Significant_Player,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Reliable_Advanced_Stats,Current_Salary,Salary_Tier,Salary_Millions,Has_Salary_Data,Points_Per_Million,WinShares_Per_Million,VORP_Per_Million,Career_Stage,PER_Percentile,VORP_Percentile,BPM_Percentile,WS_Percentile,Performance_Score,Position_Adjusted_Score,Age_Adjustment,Age_Adjusted_Performance,Games_Played_Pct,Heavy_Minutes,Starter_Flag,Durability_Score,Predicted_Salary_Millions,Salary_Premium,Value_Rating,Contract_Type,Value_Classification,Contract_Risk,Salary_Millions_sum,Salary_Millions_mean,Salary_Pct_of_Team,Team_Salary_Rank,Team_Role,League_Salary_Percentile,Position_Market_Salary,Position_Salary_Premium,PER_YoY_Change,PER_Trend,VORP_YoY_Change,VORP_Trend,Performance_Score_YoY_Change,Performance_Score_Trend,Years_Experience,Career_Games,Career_Minutes,PER_Consistency,PPG_Consistency,Performance_Score_Consistency,PER_Career_High,PER_Pct_of_Career_High,VORP_Career_High,VORP_Pct_of_Career_High,Performance_Score_Career_High,Performance_Score_Pct_of_Career_High,Potential_Contract_Year,Age_Arc_Multiplier,Projected_Performance
2.0,DeMar DeRozan,32.0,CHI,PF,76.0,76.0,2743.0,774.0,1535.0,0.504,50.0,142.0,0.352,724.0,1393.0,0.52,0.521,520.0,593.0,0.877,56.0,336.0,392.0,374.0,68.0,24.0,181.0,178.0,2118.0,0.0,"MVP-10,AS,NBA2",2022,DeMar DeRozan,CHI,36.0921052631579,27.86842105263158,5.157894736842105,4.921052631578948,True,23.1,0.59,0.093,0.386,2.3,13.7,8.0,23.3,1.2,0.8,9.2,31.8,7.0,1.8,8.8,0.154,3.4,-0.9,2.5,3.1,True,,,,False,,,,Veteran,96.20462046204621,95.95709570957096,89.68646864686468,98.18481848184818,94.9092409240924,36.8421052631579,0.95,90.16377887788778,0.926829268292683,1,1,0.9170186136071887,46.676574979999984,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Starter,0.0,,0.0,1.1000000000000014,1.1000000000000014,0.5,0.5,1.050645730007389,1.050645730007389,3,205.0,7115.0,0.03493607255691469,0.14622022573483687,0.015193713266957636,23.1,100.0,3.1,100.0,94.9092409240924,100.0,0,0.9,85.41831683168316
13.0,DeMar DeRozan,33.0,CHI,SF,74.0,74.0,2682.0,657.0,1303.0,0.504,46.0,142.0,0.324,611.0,1161.0,0.526,0.522,456.0,523.0,0.872,34.0,309.0,343.0,377.0,83.0,36.0,153.0,186.0,1816.0,0.0,"CPOY-3,AS",2023,DeMar DeRozan,CHI,36.24324324324324,24.54054054054054,4.635135135135135,5.094594594594595,True,20.6,0.592,0.109,0.401,1.5,12.8,7.2,22.3,1.5,1.3,9.1,27.8,5.4,3.2,8.5,0.153,1.7,0.3,2.0,2.6,True,,,,False,,,,Veteran,92.12962962962963,93.61111111111111,86.75925925925925,97.12962962962963,92.1574074074074,38.23513513513514,0.85,78.3337962962963,0.891566265060241,1,1,0.897372191468577,47.28869060000001,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Starter,0.0,,0.0,-2.5,-2.5,-0.5,-0.5,-2.7518335166849965,-2.7518335166849965,4,279.0,9797.0,0.057214447881925416,0.12769403327789325,0.014829640647333598,23.1,89.17748917748918,3.1,83.87096774193549,94.9092409240924,97.10056313811857,0,0.9,82.94166666666666
11.0,DeMar DeRozan,34.0,CHI,SF,79.0,79.0,2989.0,650.0,1355.0,0.48,75.0,225.0,0.333,575.0,1130.0,0.509,0.507,522.0,612.0,0.853,43.0,297.0,340.0,421.0,90.0,45.0,135.0,161.0,1897.0,0.0,CPOY-2,2024,DeMar DeRozan,CHI,37.83544303797469,24.0126582278481,4.30379746835443,5.329113924050633,True,19.7,0.584,0.166,0.452,1.6,11.3,6.4,21.8,1.5,1.5,7.7,25.8,7.0,2.2,9.2,0.147,2.1,-0.3,1.8,2.8,True,,,,False,,,,Veteran,89.17975567190227,93.804537521815,83.85689354275742,98.1675392670157,90.80279232111693,37.64177215189874,0.85,77.18237347294938,0.9404761904761905,1,1,0.9426401446654612,45.65938911,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Starter,0.0,,0.0,-0.9000000000000021,-0.9000000000000021,0.19999999999999973,0.19999999999999973,-1.3546150862904796,-1.3546150862904796,5,358.0,12786.0,0.08335779344936162,0.08206324342964338,0.02259118064139412,23.1,85.28138528138527,3.1,90.32258064516128,94.9092409240924,95.67328896217832,0,0.8,72.64223385689354
15.0,DeMar DeRozan,35.0,SAC,SF,77.0,77.0,2768.0,624.0,1308.0,0.477,84.0,256.0,0.328,540.0,1052.0,0.513,0.509,378.0,441.0,0.857,50.0,248.0,298.0,342.0,62.0,32.0,105.0,150.0,1710.0,0.0,,2025,DeMar DeRozan,SAC,35.94805194805195,22.20779220779221,3.8701298701298703,4.441558441558442,True,17.7,0.569,0.196,0.337,2.0,10.1,6.0,18.7,1.1,1.1,6.5,25.0,5.7,1.4,7.1,0.123,1.2,-1.2,-0.1,1.3,True,24570000.0,Star,24.57,True,69.59706959706959,0.288970288970289,0.0529100529100529,Late Career,81.66666666666667,83.6842105263158,63.59649122807017,94.03508771929825,80.12719298245614,33.87792207792208,0.85,68.10811403508771,0.9390243902439024,1,1,0.9228951536268609,32.476403370000035,-24.345070726962174,3.2611800155659805,Near_Max,Excellent_Value,Medium_Risk,91.93,22.98,26.726857391493525,2.0,Franchise_Player,73.0593607305936,10.0,145.70000000000002,-2.0,-2.0,-1.4999999999999998,-1.4999999999999998,-10.675599338660788,-10.675599338660788,6,435.0,15554.0,0.07677739337314597,0.05186083307621083,0.07514048850994917,23.1,76.62337662337661,3.1,41.935483870967744,94.9092409240924,84.42506989023458,0,0.8,64.10175438596491
257.0,DeMarcus Cousins,30.0,2TM,C,41.0,11.0,713.0,130.0,305.0,0.426,47.0,135.0,0.348,83.0,170.0,0.488,0.503,59.0,81.0,0.728,53.0,210.0,263.0,76.0,34.0,24.0,64.0,107.0,366.0,0.0,,2021,DeMarcus Cousins,2TM,17.390243902439025,8.926829268292684,6.414634146341464,1.853658536585366,True,16.4,0.537,0.443,0.266,8.0,32.7,20.0,16.3,2.3,3.0,15.8,24.5,0.0,1.2,1.2,0.079,-1.2,1.6,0.4,0.4,True,,,,False,,,,Prime,75.5083179297597,64.51016635859519,73.38262476894639,48.52125693160813,66.82994454713493,19.065853658536582,0.95,63.48844731977818,0.5694444444444444,0,0,0.5155691056910569,11.10580296,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,,,,,,,1,41.0,713.0,,,,16.4,100.0,0.4,100.0,66.82994454713493,100.0,0,0.95,63.48844731977818
253.0,DeMarcus Cousins,31.0,2TM,C,48.0,7.0,718.0,149.0,324.0,0.46,37.0,122.0,0.303,112.0,202.0,0.554,0.517,95.0,125.0,0.76,74.0,196.0,270.0,71.0,35.0,21.0,85.0,139.0,430.0,0.0,,2022,DeMarcus Cousins,2TM,14.958333333333334,8.958333333333334,5.625,1.4791666666666667,True,18.2,0.567,0.377,0.386,11.7,29.1,20.6,15.2,2.4,2.7,18.3,28.1,0.3,1.3,1.6,0.104,-1.8,0.2,-1.6,0.1,True,,,,False,,,,Veteran,84.98349834983499,54.042904290429036,48.67986798679868,56.683168316831676,62.51237623762376,17.4375,0.95,59.38675742574257,0.5853658536585366,0,0,0.5008028455284552,11.36020643,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,1.8000000000000007,1.8000000000000007,-0.30000000000000004,-0.30000000000000004,-4.3175683095111665,-4.3175683095111665,2,89.0,1431.0,0.07357180382287781,0.0024910858817867847,0.04720777872807797,18.2,100.0,0.4,25.0,66.82994454713493,93.53947045928491,0,0.95,59.38675742574257
400.0,DeMarre Carroll,33.0,2TM,C,24.0,0.0,290.0,25.0,66.0,0.379,8.0,33.0,0.242,17.0,33.0,0.515,0.439,29.0,42.0,0.69,12.0,43.0,55.0,25.0,8.0,5.0,17.0,32.0,87.0,0.0,,2020,DeMarre Carroll,2TM,12.083333333333334,3.625,2.2916666666666665,1.0416666666666667,True,9.1,0.515,0.5,0.636,4.4,15.8,10.1,11.2,1.3,1.5,16.8,14.8,0.0,0.2,0.3,0.045,-3.1,-0.7,-3.9,-0.1,True,,,,False,,,,Veteran,21.9811320754717,24.71698113207547,20.849056603773587,29.339622641509433,23.853773584905664,7.370833333333334,0.85,20.275707547169812,0.32432432432432434,0,0,0.31542792792792795,6.362105840000003,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,,,,,,,1,24.0,290.0,,,,9.1,100.0,-0.1,100.0,23.853773584905664,100.0,0,0.9,21.4683962264151
468.0,Dean Wade,23.0,CLE,PF,12.0,0.0,71.0,9.0,13.0,0.692,2.0,4.0,0.5,7.0,9.0,0.778,0.769,0.0,1.0,0.0,3.0,16.0,19.0,2.0,2.0,4.0,3.0,8.0,20.0,0.0,,2020,Dean Wade,CLE,5.916666666666667,1.6666666666666667,1.5833333333333333,0.1666666666666666,False,13.9,0.744,0.308,0.077,4.6,25.3,14.9,4.0,1.4,4.8,18.2,9.9,0.1,0.1,0.2,0.105,-1.7,0.5,-1.3,0.0,False,,,,False,,,,Rookie/Young,58.39622641509435,38.9622641509434,49.905660377358494,25.28301886792453,44.79245283018868,4.366666666666666,0.85,38.073584905660375,0.16216216216216217,0,0,0.15646396396396398,3.0012180599999994,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,,,,,,,1,12.0,71.0,,,,13.9,100.0,0.0,0.0,44.79245283018868,100.0,0,1.1,49.27169811320755
246.0,Dean Wade,24.0,CLE,PF,63.0,19.0,1212.0,134.0,311.0,0.431,78.0,213.0,0.366,56.0,98.0,0.571,0.556,30.0,39.0,0.769,38.0,177.0,215.0,74.0,35.0,21.0,30.0,78.0,376.0,0.0,,2021,Dean Wade,CLE,19.23809523809524,5.968253968253968,3.412698412698413,1.1746031746031746,True,11.3,0.573,0.685,0.125,3.4,16.8,9.9,8.9,1.4,1.5,8.4,12.9,1.1,0.9,2.0,0.08,-1.1,-0.1,-1.3,0.2,True,,,,False,,,,Developing,34.473197781885396,57.301293900184845,50.0,60.998151571164506,49.36691312384474,11.815873015873018,0.95,46.8985674676525,0.875,0,0,0.7173809523809525,6.040085520000003,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,-2.5999999999999996,-2.5999999999999996,0.2,0.2,4.57446029365606,4.57446029365606,2,75.0,1283.0,0.14591092310198595,0.7967814457445088,0.06870547313353582,13.9,81.29496402877699,0.2,100.0,49.36691312384474,100.0,0,1.05,51.83525878003698
328.0,Dean Wade,25.0,CLE,PF,51.0,28.0,980.0,99.0,217.0,0.456,51.0,142.0,0.359,48.0,75.0,0.64,0.574,20.0,30.0,0.667,31.0,119.0,150.0,52.0,29.0,7.0,16.0,88.0,269.0,0.0,,2022,Dean Wade,CLE,19.215686274509803,5.2745098039215685,2.9411764705882355,1.0196078431372548,True,10.1,0.584,0.654,0.138,3.6,13.1,8.5,7.3,1.5,0.6,6.5,11.1,1.1,1.1,2.3,0.111,-1.9,1.3,-0.6,0.4,True,,,,False,,,,Developing,27.475247524752476,66.91419141914191,61.71617161716172,66.25412541254126,53.650990099009896,10.198039215686274,0.95,50.9684405940594,0.6219512195121951,0,0,0.5653275944524151,5.861772589999999,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,-1.200000000000001,-1.200000000000001,0.2,0.2,4.284076975165156,4.284076975165156,3,126.0,2263.0,0.1650855782927305,0.5366899803799803,0.0899137634208329,13.9,72.66187050359711,0.4,100.0,53.650990099009896,100.0,0,1.05,56.33353960396039
348.0,Dean Wade,26.0,CLE,PF,44.0,13.0,891.0,73.0,177.0,0.412,45.0,127.0,0.354,28.0,50.0,0.56,0.54,15.0,23.0,0.652,20.0,130.0,150.0,37.0,28.0,21.0,17.0,89.0,206.0,0.0,,2023,Dean Wade,CLE,20.25,4.681818181818182,3.409090909090909,0.8409090909090909,True,8.5,0.55,0.718,0.13,2.6,17.2,9.9,5.4,1.6,2.2,8.3,10.2,0.4,1.4,1.8,0.097,-2.9,2.1,-0.7,0.3,True,,,,False,,,,Developing,14.907407407407408,61.94444444444444,59.44444444444444,53.70370370370371,45.56018518518518,10.656818181818181,0.95,43.28217592592592,0.5301204819277109,0,0,0.5205722891566265,5.566901760000003,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,-1.5999999999999996,-1.5999999999999996,-0.10000000000000003,-0.10000000000000003,-8.090804913824712,-8.090804913824712,4,170.0,3154.0,0.1409452007070601,0.12129907989322185,0.08172972363082374,13.9,61.15107913669065,0.4,74.99999999999999,53.650990099009896,84.91956085266351,1,1.05,47.83819444444445
293.0,Dean Wade,27.0,CLE,PF,54.0,32.0,1108.0,96.0,232.0,0.414,79.0,202.0,0.391,17.0,30.0,0.567,0.584,20.0,26.0,0.769,37.0,181.0,218.0,43.0,40.0,25.0,20.0,93.0,291.0,0.0,,2024,Dean Wade,CLE,20.51851851851852,5.388888888888889,4.037037037037037,0.7962962962962963,True,10.2,0.598,0.871,0.112,3.8,18.2,11.1,5.0,1.8,2.0,7.6,10.5,0.9,1.6,2.5,0.11,-1.7,1.8,0.1,0.6,True,,,,False,,,,Developing,29.406631762652708,72.33856893542757,68.23734729493893,65.70680628272252,57.10732984293195,12.207407407407405,1.0,57.10732984293195,0.6428571428571429,0,0,0.5908994708994709,6.470409869999997,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,1.6999999999999993,1.6999999999999993,0.3,0.3,11.547144657746763,11.547144657746763,5,224.0,4262.0,0.09936866681426514,0.07420080270152901,0.11373988970639824,13.9,73.38129496402877,0.6,100.0,57.10732984293195,100.0,1,1.05,59.96269633507855
304.0,Dean Wade,28.0,CLE,PF,59.0,30.0,1252.0,112.0,271.0,0.413,80.0,222.0,0.36,32.0,49.0,0.653,0.561,16.0,30.0,0.533,51.0,198.0,249.0,76.0,42.0,20.0,22.0,101.0,320.0,0.0,,2025,Dean Wade,CLE,21.220338983050848,5.423728813559322,4.220338983050848,1.2881355932203389,True,10.1,0.563,0.819,0.111,4.5,16.6,10.8,7.3,1.6,1.4,7.2,10.4,1.3,1.7,3.0,0.113,-1.0,1.2,0.3,0.7,True,,,,False,,,,Prime,24.47368421052632,73.33333333333333,68.6842105263158,71.2280701754386,57.0921052631579,12.667796610169491,1.0,57.0921052631579,0.7195121951219512,0,0,0.6439107069036791,9.070437509999998,,,Unknown,No_Salary_Data,No_Data,184.88,23.11,0.0,999.0,Bench_Player,0.0,12.5,0.0,-0.09999999999999964,-0.09999999999999964,0.09999999999999998,0.09999999999999998,-0.015224579774049118,-0.015224579774049118,6,283.0,5514.0,0.09936866681426514,0.08105763894645321,0.12510714138392845,13.9,72.66187050359711,0.7,100.0,57.10732984293195,99.97334041038879,0,1.0,57.0921052631579
130.0,Deandre Ayton,21.0,PHO,C,38.0,32.0,1236.0,310.0,568.0,0.546,3.0,13.0,0.231,307.0,555.0,0.553,0.548,67.0,89.0,0.753,147.0,289.0,436.0,72.0,26.0,58.0,80.0,117.0,690.0,0.0,,2020,Deandre Ayton,PHX,32.526315789473685,18.157894736842103,11.473684210526317,1.894736842105263,True,20.0,0.568,0.023,0.157,13.0,26.3,19.6,9.7,1.0,4.1,11.6,23.7,1.5,1.6,3.1,0.121,0.8,-0.4,0.4,0.7,True,,,,False,,,,Rookie/Young,88.39622641509433,72.35849056603773,71.79245283018868,72.83018867924528,77.12264150943395,35.38421052631579,0.85,65.55424528301886,0.5135135135135135,1,1,0.633371266002845,26.16141585999999,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Starter,0.0,,0.0,,,,,,,1,38.0,1236.0,,,,20.0,100.0,0.7,100.0,77.12264150943395,100.0,0,1.1,84.83490566037734
58.0,Deandre Ayton,22.0,PHO,C,69.0,69.0,2115.0,430.0,687.0,0.626,4.0,20.0,0.2,426.0,667.0,0.639,0.629,133.0,173.0,0.769,228.0,499.0,727.0,99.0,41.0,81.0,103.0,196.0,997.0,0.0,,2021,Deandre Ayton,PHX,30.65217391304348,14.44927536231884,10.53623188405797,1.434782608695652,True,20.3,0.653,0.029,0.252,12.4,26.3,19.5,6.8,1.0,3.4,11.9,18.2,5.3,3.1,8.4,0.191,1.1,0.1,1.2,1.7,True,,,,False,,,,Rookie/Young,90.29574861367837,89.09426987060998,80.40665434380776,97.96672828096118,89.05730129390018,30.19855072463768,0.85,75.69870609981515,0.9583333333333334,1,1,0.8815217391304349,17.068066639999994,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Starter,0.0,,0.0,0.3000000000000007,0.3000000000000007,1.0,1.0,11.934659784466234,11.934659784466234,2,107.0,3351.0,0.010527644384911402,0.1608474394184052,0.10156555264599763,20.3,100.0,1.7,100.0,89.05730129390018,100.0,0,1.1,97.9630314232902
77.0,Deandre Ayton,23.0,PHO,C,58.0,58.0,1713.0,442.0,697.0,0.634,7.0,19.0,0.368,435.0,678.0,0.642,0.639,106.0,142.0,0.746,149.0,444.0,593.0,84.0,40.0,40.0,91.0,142.0,997.0,0.0,,2022,Deandre Ayton,PHX,29.53448275862069,17.189655172413794,10.224137931034482,1.4482758620689655,True,21.9,0.656,0.027,0.204,9.6,27.1,18.6,7.6,1.1,2.1,10.7,21.4,4.1,3.1,7.3,0.203,2.2,0.6,2.8,2.1,True,,,,False,,,,Rookie/Young,94.80198019801979,92.73927392739274,91.0891089108911,95.54455445544554,93.50660066006601,31.26034482758621,0.85,79.48061056105611,0.7073170731707317,0,1,0.7197350714886459,29.321262919999995,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Starter,0.0,,0.0,1.5999999999999979,1.5999999999999979,0.40000000000000013,0.40000000000000013,4.449299366165832,4.449299366165832,3,165.0,5064.0,0.04926544516413039,0.11588587558377587,0.09787386130217736,21.9,100.0,2.1,100.0,93.50660066006601,100.0,0,1.1,102.85726072607262
67.0,Deandre Ayton,24.0,PHO,C,67.0,67.0,2035.0,522.0,887.0,0.589,7.0,24.0,0.292,515.0,863.0,0.597,0.592,152.0,200.0,0.76,172.0,495.0,667.0,115.0,37.0,53.0,120.0,190.0,1203.0,0.0,,2023,Deandre Ayton,PHX,30.37313432835821,17.955223880597014,9.955223880597014,1.7164179104477613,True,19.9,0.617,0.027,0.225,9.2,27.5,18.1,9.2,0.9,2.3,11.0,22.9,3.3,3.0,6.2,0.147,0.9,0.0,0.9,1.5,True,,,,False,,,,Developing,90.46296296296296,85.0,79.25925925925927,90.27777777777779,86.25925925925925,31.673134328358213,0.95,81.94629629629628,0.8072289156626506,1,1,0.7880686926811724,33.40560683,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Starter,0.0,,0.0,-2.0,-2.0,-0.6000000000000001,-0.6000000000000001,-7.247341400806761,-7.247341400806761,4,232.0,7099.0,0.05112562919931574,0.1115055835872013,0.040787652268377377,21.9,90.8675799086758,2.1,71.42857142857143,93.50660066006601,92.24937988372206,1,1.05,90.57222222222222
111.0,Deandre Ayton,25.0,POR,C,55.0,55.0,1784.0,427.0,749.0,0.57,1.0,10.0,0.1,426.0,739.0,0.576,0.571,65.0,79.0,0.823,176.0,433.0,609.0,90.0,56.0,42.0,99.0,109.0,920.0,0.0,,2024,Deandre Ayton,POR,32.43636363636364,16.727272727272727,11.072727272727272,1.6363636363636365,True,18.9,0.587,0.013,0.105,10.4,28.9,19.1,8.8,1.5,2.1,11.2,21.1,1.8,2.1,3.9,0.106,0.5,-0.2,0.3,1.0,True,,,,False,,,,Developing,86.56195462478185,79.49389179755671,70.41884816753927,78.62129144851659,79.17102966841186,32.56545454545454,0.95,75.21247818499127,0.6547619047619048,1,1,0.7172207792207792,25.6412361,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Starter,0.0,,0.0,-1.0,-1.0,-0.5,-0.5,-7.088229590847391,-7.088229590847391,5,287.0,8883.0,0.0754954809712659,0.035867937537121544,0.0830464829337709,21.9,86.3013698630137,2.1,47.61904761904761,93.50660066006601,84.66892081365496,1,1.05,83.12958115183245
199.0,Deandre Ayton,26.0,POR,C,40.0,40.0,1206.0,265.0,468.0,0.566,6.0,32.0,0.188,259.0,436.0,0.594,0.573,40.0,60.0,0.667,124.0,282.0,406.0,64.0,31.0,39.0,69.0,88.0,576.0,0.0,,2025,Deandre Ayton,POR,30.15,14.4,10.15,1.6,True,17.7,0.583,0.068,0.128,10.9,26.0,18.2,8.5,1.2,2.9,12.2,19.4,1.2,1.6,2.8,0.113,-0.3,-0.4,-0.7,0.4,True,,,,False,,,,Developing,81.66666666666667,63.771929824561404,56.57894736842105,68.85964912280701,68.35964912280701,29.4725,0.95,64.94166666666666,0.4878048780487805,1,1,0.5941829268292682,24.89509832000001,,,Unknown,No_Salary_Data,No_Data,69.66,11.61,0.0,999.0,Starter,0.0,11.404119999999999,0.0,-1.1999999999999993,-1.1999999999999993,-0.6,-0.6,-10.811380545604848,-10.811380545604848,6,327.0,10089.0,0.058487474838436464,0.11036827401476611,0.11566933936596382,21.9,80.82191780821918,2.1,19.047619047619047,93.50660066006601,73.10676320201367,0,1.05,71.77763157894736
463.0,Deividas Sirvydis,20.0,DET,SG,20.0,0.0,133.0,14.0,40.0,0.35,10.0,28.0,0.357,4.0,12.0,0.333,0.475,3.0,6.0,0.5,0.0,29.0,29.0,5.0,2.0,0.0,5.0,9.0,41.0,0.0,,2021,Deividas Sirvydis,DET,6.65,2.05,1.45,0.25,False,5.7,0.481,0.7,0.15,0.0,24.5,12.1,5.4,0.7,0.0,10.5,15.7,-0.1,0.1,0.0,-0.01,-4.2,-1.2,-5.4,-0.1,False,,,,False,,,,Rookie/Young,7.578558225508318,26.617375231053604,12.199630314232902,12.014787430683919,14.380776340110906,4.1450000000000005,0.85,12.22365988909427,0.2777777777777778,0,0,0.23316666666666666,2.79560317,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,,,,,,,1,20.0,133.0,,,,5.7,100.0,-0.1,100.0,14.380776340110906,100.0,0,1.1,15.818853974121998
569.0,Deividas Sirvydis,21.0,DET,SG,3.0,0.0,27.0,1.0,10.0,0.1,1.0,7.0,0.143,0.0,3.0,0.0,0.15,0.0,0.0,0.0,0.0,6.0,6.0,1.0,3.0,1.0,0.0,4.0,3.0,0.0,,2022,Deividas Sirvydis,DET,9.0,1.0,2.0,0.3333333333333333,False,0.1,0.15,0.7,0.0,0.0,25.3,12.0,4.9,5.4,3.3,0.0,15.9,-0.1,0.1,-0.1,-0.139,-10.8,2.2,-8.7,0.0,False,,,,False,,,,Rookie/Young,5.033003300330033,41.41914191419142,6.765676567656766,5.445544554455446,14.645214521452147,4.566666666666667,0.85,12.448432343234325,0.036585365853658534,0,0,0.11195121951219514,3.4283520600000004,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,-5.6000000000000005,-5.6000000000000005,0.1,0.1,0.26443818134124086,0.26443818134124086,2,23.0,160.0,1.365447577463678,0.4868604067186064,0.012884041211398644,5.7,1.7543859649122806,0.0,0.0,14.645214521452147,100.0,0,1.1,16.109735973597363
119.0,Dejounte Murray,23.0,SAS,PG,66.0,58.0,1687.0,294.0,637.0,0.462,41.0,111.0,0.369,253.0,526.0,0.481,0.494,91.0,114.0,0.798,69.0,314.0,383.0,271.0,111.0,17.0,125.0,143.0,720.0,0.0,,2020,Dejounte Murray,SAS,25.560606060606062,10.909090909090908,5.803030303030303,4.106060606060606,True,16.2,0.524,0.174,0.179,4.4,20.1,12.2,23.1,3.1,0.9,15.4,20.8,0.7,2.0,2.6,0.074,-0.9,1.3,0.4,1.0,True,,,,False,,,,Rookie/Young,73.30188679245283,79.05660377358491,71.79245283018868,68.11320754716981,73.3254716981132,23.445454545454545,0.85,62.326650943396224,0.8918918918918919,0,1,0.7907411957411957,9.074854079999998,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Starter,0.0,,0.0,,,,,,,1,66.0,1687.0,,,,16.2,100.0,1.0,100.0,73.3254716981132,100.0,0,1.1,80.65801886792453
52.0,Dejounte Murray,24.0,SAS,PG,67.0,67.0,2139.0,441.0,974.0,0.453,63.0,199.0,0.317,378.0,775.0,0.488,0.485,106.0,134.0,0.791,58.0,415.0,473.0,363.0,101.0,7.0,117.0,135.0,1051.0,4.0,,2021,Dejounte Murray,SAS,31.92537313432836,15.686567164179104,7.059701492537314,5.417910447761194,True,16.5,0.509,0.204,0.138,2.8,21.1,11.8,25.9,2.3,0.3,10.2,23.4,0.7,2.6,3.3,0.074,-0.2,1.0,0.8,1.5,True,,,,False,,,,Developing,76.34011090573013,87.7079482439926,76.80221811460258,76.06284658040666,79.24214417744916,30.767164179104476,0.95,75.2800369685767,0.9305555555555556,1,1,0.877587064676617,21.81545877,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Starter,0.0,,0.0,0.3000000000000007,0.3000000000000007,0.5,0.5,5.916672479335958,5.916672479335958,2,133.0,3826.0,0.012974436352046773,0.2540404037097938,0.054844132002568824,16.5,100.0,1.5,100.0,79.24214417744916,100.0,0,1.05,83.20425138632163
24.0,Dejounte Murray,25.0,SAS,PG,68.0,68.0,2366.0,573.0,1241.0,0.462,96.0,294.0,0.327,477.0,947.0,0.504,0.5,196.0,247.0,0.794,80.0,483.0,563.0,627.0,138.0,23.0,180.0,138.0,1438.0,13.0,AS,2022,Dejounte Murray,SAS,34.794117647058826,21.147058823529413,8.279411764705882,9.220588235294118,True,22.3,0.533,0.237,0.199,3.5,21.6,12.5,40.6,2.8,0.8,11.8,27.3,3.9,3.4,7.3,0.149,3.7,1.7,5.4,4.4,True,,,,False,,,,Developing,95.54455445544554,98.51485148514851,96.94719471947195,95.54455445544554,96.63778877887789,43.58088235294118,0.95,91.80589933993399,0.8292682926829268,1,1,0.8455021520803443,43.576142849999975,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Starter,0.0,,0.0,5.800000000000001,5.800000000000001,2.9000000000000004,2.9000000000000004,17.395644601428728,17.395644601428728,3,201.0,6192.0,0.18755495062549601,0.3218991359215589,0.1458799963125476,22.3,100.0,4.4,100.0,96.63778877887789,100.0,0,1.05,101.4696782178218
