Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Season,Player_Clean,Team_Clean,MPG,PPG,RPG,APG,Significant_Player,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Reliable_Advanced_Stats,Current_Salary,Salary_Tier,Salary_Millions,Has_Salary_Data,Points_Per_Million,WinShares_Per_Million,VORP_Per_Million,Career_Stage,PER_Percentile,VORP_Percentile,BPM_Percentile,WS_Percentile,Performance_Score,Position_Adjusted_Score,Age_Adjustment,Age_Adjusted_Performance,Games_Played_Pct,Heavy_Minutes,Starter_Flag,Durability_Score,Predicted_Salary_Millions,Salary_Premium,Value_Rating,Contract_Type,Value_Classification,Contract_Risk,Salary_Millions_sum,Salary_Millions_mean,Salary_Pct_of_Team,Team_Salary_Rank,Team_Role,League_Salary_Percentile,Position_Market_Salary,Position_Salary_Premium,PER_YoY_Change,PER_Trend,VORP_YoY_Change,VORP_Trend,Performance_Score_YoY_Change,Performance_Score_Trend,Years_Experience,Career_Games,Career_Minutes,PER_Consistency,PPG_Consistency,Performance_Score_Consistency,PER_Career_High,PER_Pct_of_Career_High,VORP_Career_High,VORP_Pct_of_Career_High,Performance_Score_Career_High,Performance_Score_Pct_of_Career_High,Potential_Contract_Year,Age_Arc_Multiplier,Projected_Performance
446.0,Malcolm Miller,26.0,TOR,SF,28.0,1.0,162.0,12.0,29.0,0.414,8.0,22.0,0.364,4.0,7.0,0.571,0.552,3.0,8.0,0.375,2.0,14.0,16.0,11.0,5.0,2.0,4.0,18.0,35.0,0.0,,2020,Malcolm Miller,TOR,5.785714285714286,1.25,0.5714285714285714,0.3928571428571428,False,6.7,0.538,0.759,0.276,1.3,8.9,5.2,8.9,1.5,1.2,11.0,9.6,0.1,0.2,0.3,0.082,-3.5,1.2,-2.3,0.0,False,,,,False,,,,Developing,11.037735849056604,38.9622641509434,36.9811320754717,29.339622641509433,28.165094339622645,2.5749999999999997,0.95,26.75683962264151,0.3783783783783784,0,0,0.28488416988416987,2.505415469999998,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,,,,,,,1,28.0,162.0,,,,6.7,100.0,0.0,0.0,28.165094339622645,100.0,0,1.05,29.573349056603778
559.0,Malevy Leons,25.0,OKC,SF,6.0,0.0,21.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,,2025,Malevy Leons,OKC,3.5,0.3333333333333333,0.5,0.1666666666666666,False,0.0,0.266,0.5,2.0,5.2,10.0,7.7,5.1,0.0,0.0,21.0,9.6,0.0,0.0,0.0,-0.052,-10.4,-1.9,-12.4,-0.1,False,,,,False,,,,Developing,1.4035087719298245,25.17543859649123,2.280701754385965,12.368421052631579,9.758771929824562,1.0333333333333334,0.95,9.270833333333334,0.07317073170731707,0,0,0.07890243902439023,2.6260530199999983,,,Unknown,No_Salary_Data,No_Data,140.43,15.6,0.0,999.0,Bench_Player,0.0,10.0,0.0,,,,,,,1,6.0,21.0,,,,0.0,0.0,-0.1,100.0,9.758771929824562,100.0,0,1.05,10.24671052631579
153.0,Malik Beasley,23.0,2TM,SG,55.0,14.0,1209.0,227.0,534.0,0.425,107.0,276.0,0.388,120.0,258.0,0.465,0.525,54.0,66.0,0.818,18.0,130.0,148.0,75.0,40.0,8.0,57.0,77.0,615.0,0.0,,2020,Malik Beasley,2TM,21.98181818181818,11.181818181818182,2.690909090909091,1.3636363636363635,True,12.7,0.546,0.517,0.124,1.6,11.9,6.7,9.4,1.6,0.6,9.2,21.8,0.4,0.8,1.2,0.049,-0.7,-1.4,-2.1,0.0,True,,,,False,,,,Rookie/Young,50.37735849056604,38.9622641509434,38.77358490566038,48.20754716981132,44.18867924528302,18.74,0.85,37.56037735849056,0.7432432432432432,0,0,0.6657641277641277,5.645772729999999,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,,,,,,,1,55.0,1209.0,,,,12.7,100.0,0.0,0.0,44.18867924528302,100.0,0,1.1,48.607547169811326
123.0,Malik Beasley,24.0,MIN,SG,37.0,36.0,1214.0,264.0,600.0,0.44,128.0,321.0,0.399,136.0,279.0,0.487,0.547,68.0,80.0,0.85,28.0,134.0,162.0,88.0,30.0,7.0,60.0,62.0,724.0,0.0,,2021,Malik Beasley,MIN,32.810810810810814,19.56756756756757,4.378378378378378,2.3783783783783785,True,14.6,0.57,0.535,0.133,2.4,12.4,7.2,11.6,1.2,0.5,8.6,24.0,0.9,0.4,1.3,0.053,1.6,-1.8,-0.2,0.6,True,,,,False,,,,Developing,65.24953789279112,71.25693160813309,64.87985212569316,50.92421441774492,63.79390018484288,31.92972972972973,0.95,60.60420517560074,0.5138888888888888,1,1,0.6364414414414414,30.69152687000001,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Starter,0.0,,0.0,1.9000000000000004,1.9000000000000004,0.6,0.6,19.605220939559864,19.605220939559864,2,92.0,2423.0,0.09842511972560004,0.38567406219571504,0.25676335472230183,14.6,100.0,0.6,100.0,63.79390018484288,100.0,0,1.05,66.98359519408503
84.0,Malik Beasley,25.0,MIN,SG,79.0,18.0,1976.0,332.0,850.0,0.391,240.0,637.0,0.377,92.0,213.0,0.432,0.532,49.0,60.0,0.817,26.0,201.0,227.0,116.0,43.0,12.0,43.0,88.0,953.0,0.0,,2022,Malik Beasley,MIN,25.0126582278481,12.063291139240508,2.873417721518988,1.4683544303797469,True,11.9,0.544,0.749,0.071,1.4,11.2,6.2,8.5,1.0,0.6,4.7,19.4,1.7,1.2,2.9,0.069,0.7,-1.5,-0.7,0.7,True,,,,False,,,,Developing,42.32673267326732,73.51485148514851,60.31353135313532,72.11221122112211,60.57755775577557,19.900000000000002,0.95,57.54867986798679,0.9634146341463414,0,0,0.8281753627662858,11.66149978,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,-2.6999999999999993,-2.6999999999999993,0.09999999999999998,0.09999999999999998,-3.2163424290673106,-3.2163424290673106,3,171.0,4399.0,0.10613593909548326,0.3229076478119174,0.18713169506628868,14.6,81.5068493150685,0.7,100.0,63.79390018484288,94.95822889061813,0,1.05,63.60643564356435
93.0,Malik Beasley,26.0,2TM,SG,81.0,27.0,2093.0,370.0,937.0,0.395,235.0,658.0,0.357,135.0,279.0,0.484,0.52,50.0,65.0,0.769,35.0,248.0,283.0,124.0,65.0,9.0,90.0,107.0,1025.0,0.0,,2023,Malik Beasley,2TM,25.839506172839503,12.65432098765432,3.493827160493827,1.530864197530864,True,10.9,0.531,0.702,0.069,1.8,12.5,7.3,8.4,1.5,0.4,8.5,21.1,-0.2,1.6,1.4,0.032,-0.9,-1.0,-2.0,0.0,True,,,,False,,,,Developing,32.31481481481481,38.333333333333336,40.55555555555556,48.7037037037037,39.157407407407405,21.5,0.95,37.19953703703703,0.9759036144578314,0,0,0.8439372304030939,12.927848360000002,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,-1.0,-1.0,-0.7,-0.7,-21.420150348368168,-21.420150348368168,4,252.0,6492.0,0.15352809860915068,0.28265382609301726,0.24568716036757474,14.6,74.65753424657535,0.7,0.0,63.79390018484288,61.381115269561484,1,1.05,41.11527777777778
115.0,Malik Beasley,27.0,MIL,SG,79.0,77.0,2337.0,320.0,722.0,0.443,224.0,542.0,0.413,96.0,180.0,0.533,0.598,25.0,35.0,0.714,41.0,249.0,290.0,108.0,59.0,9.0,54.0,158.0,889.0,0.0,,2024,Malik Beasley,MIL,29.582278481012654,11.253164556962023,3.670886075949367,1.3670886075949369,True,10.3,0.603,0.751,0.048,2.0,11.4,6.8,6.1,1.2,0.3,6.8,14.6,1.9,1.6,3.5,0.073,-1.0,-0.8,-1.8,0.1,True,,,,False,,,,Developing,30.104712041884817,53.83944153577661,46.42233856893543,74.95636998254798,49.088132635253054,19.62405063291139,1.0,49.088132635253054,0.9404761904761905,0,1,0.8601084990958409,14.199835329999996,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Starter,0.0,,0.0,-0.5999999999999996,-0.5999999999999996,0.1,0.1,9.930725227845649,9.930725227845649,5,331.0,8829.0,0.07325894654369872,0.05866657371726955,0.21608587199224327,14.6,70.54794520547945,0.7,14.285714285714288,63.79390018484288,76.94800363831047,1,1.05,51.542539267015705
43.0,Malik Beasley,28.0,DET,SG,82.0,18.0,2283.0,461.0,1071.0,0.43,319.0,766.0,0.416,142.0,305.0,0.466,0.579,95.0,140.0,0.679,47.0,167.0,214.0,139.0,73.0,5.0,83.0,125.0,1336.0,0.0,6MOY-2,2025,Malik Beasley,DET,27.841463414634145,16.29268292682927,2.609756097560976,1.695121951219512,True,14.4,0.59,0.715,0.131,2.3,8.0,5.2,8.9,1.5,0.2,6.8,22.5,2.9,1.8,4.7,0.1,2.0,-1.2,0.8,1.6,True,,,,False,,,,Prime,60.526315789473685,86.49122807017544,75.87719298245614,84.91228070175438,75.73245614035088,25.72926829268292,1.0,75.73245614035088,1.0,0,0,0.8784146341463415,21.978718529999977,,,Unknown,No_Salary_Data,No_Data,75.94,12.66,0.0,999.0,Bench_Player,0.0,5.91012,0.0,4.1,4.1,1.5,1.5,26.644323505097823,26.644323505097823,6,413.0,11112.0,0.1866022885420491,0.1941191003836675,0.34602110046862633,14.6,98.63013698630138,1.6,100.0,75.73245614035088,100.0,0,1.0,75.73245614035088
530.0,Malik Fitts,23.0,LAC,PF,3.0,0.0,11.0,1.0,3.0,0.333,1.0,2.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,2021,Malik Fitts,LAC,3.6666666666666665,1.0,1.0,0.0,False,2.9,0.5,0.667,0.0,0.0,29.8,15.3,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.049,-7.0,-2.1,-9.1,0.0,False,,,,False,,,,Rookie/Young,4.436229205175601,39.83364140480592,5.360443622920517,12.014787430683919,15.032347504621072,2.3,0.85,12.777495378927911,0.041666666666666664,0,0,0.06166666666666666,2.7643415599999996,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,,,,,,,1,3.0,11.0,,,,2.9,100.0,0.0,0.0,15.032347504621072,100.0,0,1.1,16.53558225508318
510.0,Malik Fitts,24.0,2TM,PF,15.0,0.0,63.0,8.0,19.0,0.421,5.0,10.0,0.5,3.0,9.0,0.333,0.553,0.0,0.0,0.0,2.0,15.0,17.0,5.0,0.0,0.0,2.0,4.0,21.0,0.0,,2022,Malik Fitts,2TM,4.2,1.4,1.1333333333333333,0.3333333333333333,False,10.7,0.553,0.526,0.0,3.5,25.2,14.7,12.7,0.0,0.0,9.5,14.6,0.1,0.1,0.1,0.097,-0.6,-0.5,-1.1,0.0,False,,,,False,,,,Developing,32.92079207920792,41.41914191419142,55.775577557755774,23.34983498349835,38.84488448844885,3.08,0.95,36.9026402640264,0.18292682926829268,0,0,0.15175609756097563,2.203371569999999,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,7.799999999999999,7.799999999999999,0.0,0.0,23.812536983827776,23.812536983827776,2,18.0,74.0,0.8110930725375104,0.2357022603955158,0.6250509076147751,10.7,100.0,0.0,0.0,38.84488448844885,100.0,0,1.05,40.787128712871294
170.0,Malik Monk,21.0,CHO,SG,55.0,1.0,1169.0,212.0,488.0,0.434,58.0,204.0,0.284,154.0,284.0,0.542,0.494,82.0,100.0,0.82,27.0,130.0,157.0,114.0,25.0,16.0,77.0,74.0,564.0,0.0,,2020,Malik Monk,CHA,21.25454545454545,10.254545454545454,2.8545454545454545,2.0727272727272728,True,12.6,0.53,0.418,0.205,2.4,12.6,7.3,16.6,1.1,1.3,12.6,22.9,0.1,0.6,0.7,0.028,-1.1,-1.3,-2.3,-0.1,True,,,,False,,,,Rookie/Young,49.339622641509436,24.71698113207547,36.9811320754717,39.43396226415095,38.113207547169814,17.992727272727276,0.85,32.39622641509434,0.7432432432432432,0,0,0.6584914004914004,4.639762740000001,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,,,,,,,1,55.0,1169.0,,,,12.6,100.0,-0.1,100.0,38.113207547169814,100.0,0,1.1,41.9245283018868
196.0,Malik Monk,22.0,CHO,SG,42.0,0.0,878.0,173.0,399.0,0.434,85.0,212.0,0.401,88.0,187.0,0.471,0.54,59.0,72.0,0.819,14.0,87.0,101.0,87.0,19.0,4.0,55.0,47.0,490.0,0.0,,2021,Malik Monk,CHA,20.904761904761905,11.666666666666666,2.4047619047619047,2.071428571428572,True,13.6,0.569,0.531,0.18,1.7,10.9,6.2,15.7,1.1,0.5,11.3,23.8,0.5,0.5,1.0,0.054,0.2,-2.0,-1.8,0.0,True,,,,False,,,,Rookie/Young,57.85582255083179,39.83364140480592,43.622920517560075,44.63955637707948,47.14879852125693,19.347619047619048,0.85,40.076478743068385,0.5833333333333334,0,0,0.5590476190476191,5.129859129999999,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,1.0,1.0,0.1,0.1,9.035590974087114,9.035590974087114,2,97.0,2047.0,0.05397761688446928,0.09110084601408104,0.14987045096446328,13.6,100.0,0.0,0.0,47.14879852125693,100.0,0,1.1,51.863678373382626
70.0,Malik Monk,23.0,LAL,SG,76.0,37.0,2139.0,391.0,826.0,0.473,173.0,442.0,0.391,218.0,384.0,0.568,0.578,93.0,117.0,0.795,37.0,219.0,256.0,218.0,61.0,29.0,122.0,138.0,1048.0,0.0,,2022,Malik Monk,LAL,28.144736842105264,13.789473684210526,3.3684210526315788,2.8684210526315788,True,14.4,0.597,0.535,0.142,1.9,11.0,6.4,15.2,1.4,1.2,12.2,20.1,2.3,1.4,3.6,0.081,0.5,-1.0,-0.5,0.8,True,,,,False,,,,Rookie/Young,63.28382838283828,75.99009900990099,63.94389438943895,78.13531353135313,69.5957095709571,24.10789473684211,0.85,59.15635313531353,0.926829268292683,0,0,0.8375449293966625,8.904814279999997,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,0.8000000000000007,0.8000000000000007,0.8,0.8,22.44691104970017,22.44691104970017,3,173.0,4186.0,0.06663915890871275,0.1494788738231042,0.3140370808916799,14.4,100.0,0.8,100.0,69.5957095709571,100.0,0,1.1,76.55528052805282
90.0,Malik Monk,24.0,SAC,SG,77.0,0.0,1719.0,357.0,796.0,0.448,143.0,398.0,0.359,214.0,398.0,0.538,0.538,184.0,207.0,0.889,32.0,171.0,203.0,298.0,49.0,20.0,146.0,125.0,1041.0,0.0,6MOY-5,2023,Malik Monk,SAC,22.32467532467533,13.51948051948052,2.636363636363636,3.8701298701298703,True,16.6,0.587,0.5,0.26,2.1,11.3,6.7,25.0,1.4,1.0,14.1,25.8,2.1,1.2,3.2,0.091,1.6,-1.4,0.3,1.0,True,,,,False,,,,Developing,76.29629629629629,78.42592592592592,71.01851851851852,71.57407407407408,74.56481481481481,23.700000000000003,0.95,70.83657407407406,0.927710843373494,0,0,0.7798732592708497,9.559870439999997,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,2.200000000000001,2.200000000000001,0.19999999999999996,0.19999999999999996,4.969105243857712,4.969105243857712,4,250.0,5905.0,0.10449488966574934,0.0889460054356135,0.2290589944839521,16.6,100.0,1.0,100.0,74.56481481481481,100.0,1,1.05,78.29305555555555
78.0,Malik Monk,25.0,SAC,SG,72.0,0.0,1872.0,396.0,893.0,0.443,148.0,423.0,0.35,248.0,470.0,0.528,0.526,170.0,205.0,0.829,28.0,184.0,212.0,370.0,45.0,39.0,150.0,156.0,1110.0,0.0,"CPOY-12,6MOY-2",2024,Malik Monk,SAC,26.0,15.416666666666666,2.9444444444444446,5.138888888888889,True,16.0,0.564,0.474,0.23,1.6,11.3,6.3,28.9,1.2,1.9,13.2,25.9,1.9,1.6,3.5,0.09,1.5,-1.0,0.6,1.2,True,,,,False,,,,Developing,74.25828970331588,82.37347294938918,73.29842931937172,74.95636998254798,76.18673647469458,27.583333333333332,0.95,72.37739965095984,0.8571428571428571,0,0,0.7742857142857142,17.44371177,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,-0.6000000000000014,-0.6000000000000014,0.19999999999999996,0.19999999999999996,1.6219216598797743,1.6219216598797743,5,322.0,7777.0,0.07259030684779569,0.07206339309731113,0.046756823209059634,16.6,96.38554216867469,1.2,100.0,76.18673647469458,100.0,1,1.05,79.99607329842932
70.0,Malik Monk,26.0,SAC,SG,65.0,45.0,2054.0,412.0,939.0,0.439,139.0,428.0,0.325,273.0,511.0,0.534,0.513,154.0,178.0,0.865,30.0,215.0,245.0,362.0,61.0,38.0,159.0,158.0,1117.0,0.0,,2025,Malik Monk,SAC,31.6,17.184615384615384,3.769230769230769,5.569230769230769,True,15.0,0.549,0.456,0.19,1.6,11.7,6.7,25.7,1.5,1.8,13.5,24.6,1.3,1.4,2.8,0.065,0.3,-1.1,-0.8,0.6,True,18797619.0,Star,18.797619,True,59.42241940322335,0.1489550352095124,0.031918936116324,Developing,64.12280701754386,70.87719298245614,55.00000000000001,68.85964912280701,64.4780701754386,31.287692307692314,0.95,61.25416666666667,0.7926829268292683,1,0,0.791609756097561,23.10421686999998,-18.639878140998352,3.430119004722811,Mid_Level,Good_Value,Low_Risk,91.93,22.98,20.447752637876647,3.0,Star_Player,68.4931506849315,5.91012,218.05816125560904,-1.0,-1.0,-0.6,-0.6,-11.708666299255981,-11.708666299255981,6,387.0,9831.0,0.050942670810849376,0.11922702798481645,0.08842427426679152,16.6,90.36144578313252,1.2,50.0,76.18673647469458,84.63162114425913,0,1.05,67.70197368421054
523.0,Malik Newman,22.0,CLE,SG,1.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,2020,Malik Newman,CLE,4.0,2.0,0.0,0.0,False,0.0,0.347,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,41.5,0.0,0.0,0.0,-0.502,-14.5,-11.2,-15.0,0.0,False,,,,False,,,,Rookie/Young,1.2264150943396228,38.9622641509434,0.7547169811320755,13.11320754716981,12.919811320754718,2.6,0.85,10.98183962264151,0.013513513513513514,0,0,0.048108108108108116,2.5326836399999992,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,,,,,,,1,1.0,4.0,,,,0.0,0.0,0.0,0.0,12.919811320754718,100.0,0,1.1,14.21179245283019
541.0,Malik Newman,24.0,CLE,PG,1.0,0.0,8.0,3.0,5.0,0.6,0.0,1.0,0.0,3.0,4.0,0.75,0.6,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,,2022,Malik Newman,CLE,8.0,8.0,1.0,1.0,False,28.6,0.68,0.2,0.4,0.0,13.5,6.9,27.8,0.0,0.0,14.5,38.1,0.0,0.0,0.0,0.179,6.3,0.1,6.4,0.0,False,,,,False,,,,Developing,98.67986798679867,41.41914191419142,98.01980198019803,13.531353135313532,67.16996699669967,10.2,0.95,63.81146864686468,0.012195121951219513,0,0,0.08731707317073173,3.7845225799999995,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,28.6,28.6,0.0,0.0,54.25015567594495,54.25015567594495,2,2.0,12.0,1.414213562373095,0.8485281374238569,0.9579412945016582,28.6,100.0,0.0,0.0,67.16996699669967,100.0,0,1.05,70.52846534653466
510.0,Malik Williams,25.0,TOR,C,7.0,2.0,107.0,9.0,34.0,0.265,1.0,5.0,0.2,8.0,29.0,0.276,0.279,0.0,2.0,0.0,15.0,23.0,38.0,2.0,3.0,4.0,3.0,15.0,19.0,0.0,,2024,Malik Williams,TOR,15.285714285714286,2.7142857142857144,5.428571428571429,0.2857142857142857,True,4.9,0.272,0.147,0.059,15.1,24.1,19.5,2.4,1.4,3.3,7.9,15.1,-0.3,0.1,-0.2,-0.069,-7.8,-3.7,-11.5,-0.3,False,,,,False,,,,Developing,6.719022687609074,11.8673647469459,3.4904013961605584,3.315881326352531,6.518324607329842,11.57142857142857,0.95,6.19240837696335,0.08333333333333333,0,0,0.20285714285714287,6.029451760000004,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,,,,,,,1,7.0,107.0,,,,4.9,100.0,-0.3,100.0,6.518324607329842,100.0,0,1.05,6.844240837696335
458.0,Mamadi Diakite,24.0,MIL,PF,14.0,1.0,141.0,16.0,40.0,0.4,1.0,8.0,0.125,15.0,32.0,0.469,0.413,11.0,14.0,0.786,8.0,26.0,34.0,8.0,7.0,6.0,3.0,16.0,44.0,0.0,,2021,Mamadi Diakite,MIL,10.071428571428571,3.142857142857143,2.4285714285714284,0.5714285714285714,True,12.3,0.477,0.2,0.35,6.2,18.7,12.7,7.0,2.3,3.8,6.1,14.6,0.1,0.2,0.3,0.102,-3.3,0.9,-2.4,0.0,False,,,,False,,,,Developing,46.6728280961183,39.83364140480592,36.59889094269871,26.524953789279117,38.41497227356747,7.542857142857143,0.95,36.494223659889094,0.19444444444444445,0,0,0.2173809523809524,3.1684738600000006,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,,,,,,,1,14.0,141.0,,,,12.3,100.0,0.0,0.0,38.41497227356747,100.0,0,1.05,40.33572088724585
462.0,Mamadi Diakite,25.0,OKC,PF,13.0,3.0,188.0,25.0,47.0,0.532,0.0,5.0,0.0,25.0,42.0,0.595,0.532,6.0,11.0,0.545,17.0,42.0,59.0,2.0,5.0,9.0,7.0,33.0,56.0,0.0,,2022,Mamadi Diakite,OKC,14.461538461538462,4.307692307692308,4.538461538461538,0.1538461538461538,True,11.6,0.54,0.106,0.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,0.1,0.3,0.3,0.08,-5.9,0.9,-5.0,-0.1,False,,,,False,,,,Developing,40.099009900990104,24.834983498349835,17.326732673267326,30.775577557755774,28.725247524752476,11.476923076923077,0.95,27.28898514851485,0.15853658536585366,0,0,0.23973733583489681,5.668696840000003,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,-0.7000000000000011,-0.7000000000000011,-0.1,-0.1,-9.689724748814996,-9.689724748814996,2,27.0,329.0,0.041420480906325025,0.22110123541526278,0.20410031716606472,12.3,94.30894308943088,0.0,-inf,38.41497227356747,74.77617664328685,0,1.05,30.1615099009901
436.0,Mamadi Diakite,26.0,CLE,C,22.0,2.0,176.0,24.0,50.0,0.48,7.0,21.0,0.333,17.0,29.0,0.586,0.55,2.0,2.0,1.0,8.0,22.0,30.0,8.0,4.0,9.0,12.0,26.0,57.0,0.0,,2023,Mamadi Diakite,CLE,8.0,2.590909090909091,1.3636363636363635,0.3636363636363636,False,9.0,0.56,0.42,0.04,5.4,14.7,10.0,6.3,1.1,4.7,19.1,16.0,-0.1,0.3,0.2,0.051,-4.9,1.6,-3.4,-0.1,False,,,,False,,,,Developing,17.12962962962963,24.814814814814813,23.425925925925924,22.037037037037038,21.60648148148148,5.022727272727273,0.95,20.526157407407407,0.26506024096385544,0,0,0.23903614457831326,2.9583263100000003,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,-2.5999999999999996,-2.5999999999999996,0.0,0.0,-7.118766043270995,-7.118766043270995,3,49.0,505.0,0.15855077636164105,0.26184499647810505,0.2852033456597457,12.3,73.17073170731707,0.0,-inf,38.41497227356747,56.24494878614931,0,1.05,22.686805555555555
527.0,Mamadi Diakite,27.0,2TM,PF,6.0,0.0,24.0,4.0,6.0,0.667,0.0,1.0,0.0,4.0,5.0,0.8,0.667,4.0,6.0,0.667,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,12.0,0.0,,2024,Mamadi Diakite,2TM,4.0,2.0,0.6666666666666666,0.3333333333333333,False,18.6,0.694,0.167,1.0,4.5,13.8,9.1,13.5,2.1,3.5,10.4,17.0,0.1,0.0,0.1,0.168,0.8,2.7,3.5,0.0,False,,,,False,,,,Developing,84.90401396160559,41.44851657940663,92.84467713787086,19.9825479930192,63.04101221640488,3.3000000000000003,1.0,63.04101221640488,0.07142857142857142,0,0,0.08285714285714285,3.4709209300000032,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,9.600000000000001,9.600000000000001,0.1,0.1,41.4345307349234,41.4345307349234,4,55.0,529.0,0.3799907383952129,0.4041354308669166,0.5862525028914286,18.6,100.0,0.0,0.0,63.04101221640488,100.0,1,1.05,66.19306282722512
316.0,MarJon Beauchamp,22.0,MIL,SF,52.0,11.0,701.0,96.0,243.0,0.395,47.0,142.0,0.331,49.0,101.0,0.485,0.492,27.0,37.0,0.73,38.0,77.0,115.0,35.0,21.0,7.0,45.0,71.0,266.0,0.0,,2023,MarJon Beauchamp,MIL,13.48076923076923,5.115384615384615,2.2115384615384617,0.6730769230769231,True,8.2,0.513,0.584,0.152,5.9,11.0,8.5,6.7,1.4,0.8,14.8,18.3,-0.4,0.8,0.4,0.027,-4.1,-0.6,-4.8,-0.5,True,,,,False,,,,Rookie/Young,13.703703703703704,5.7407407407407405,12.407407407407407,28.61111111111111,14.37037037037037,9.023076923076923,0.85,12.214814814814815,0.6265060240963856,0,0,0.5107113067655236,3.5292863300000006,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,,,,,,,1,52.0,701.0,,,,8.2,100.0,-0.5,100.0,14.37037037037037,100.0,0,1.1,15.807407407407409
337.0,MarJon Beauchamp,23.0,MIL,SF,48.0,1.0,608.0,81.0,166.0,0.488,30.0,75.0,0.4,51.0,91.0,0.56,0.578,19.0,28.0,0.679,22.0,77.0,99.0,31.0,13.0,7.0,27.0,54.0,211.0,0.0,,2024,MarJon Beauchamp,MIL,12.666666666666666,4.395833333333333,2.0625,0.6458333333333334,True,9.7,0.592,0.452,0.169,4.1,13.6,8.9,6.7,1.0,1.0,13.2,14.6,0.2,0.5,0.7,0.056,-2.3,-0.9,-3.2,-0.2,True,,,,False,,,,Rookie/Young,26.003490401396164,17.539267015706805,29.49389179755672,40.66317626527051,27.691972076788836,7.9312499999999995,0.85,23.53817626527051,0.5714285714285714,0,0,0.46952380952380945,3.24777944,,,Unknown,No_Salary_Data,No_Data,0.0,,0.0,999.0,Bench_Player,0.0,,0.0,1.5,1.5,0.3,0.3,13.321601706418466,13.321601706418466,2,100.0,1309.0,0.11850951639998003,0.10698936638677667,0.44789682907975903,9.7,100.0,-0.2,100.0,27.691972076788836,100.0,0,1.1,30.461169284467722
