Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Season,Player_Clean,Team_Clean,MPG,PPG,RPG,APG,Significant_Player,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Reliable_Advanced_Stats,Current_Salary,Salary_Tier,Salary_Millions,Has_Salary_Data,Points_Per_Million,WinShares_Per_Million,VORP_Per_Million,Career_Stage,Experience,Age_Squared,PTS_per_MP,Efficiency_Score,Top_Team,Age_Group,Performance_vs_Peers,Predicted_Value,Points_Per_Dollar,WinShares_Per_Dollar,VORP_Per_Dollar,Efficiency_Composite,Risk_Adjusted_Efficiency,Contract_Tier,Contract_Recommendation
588.0,Jordan Goodwin,23.0,WAS,SG,2.0,0.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2022,Jordan Goodwin,WAS,3.0,0.0,0.5,0.0,False,0.0,0.0,0.333,0.0,0.0,18.2,9.2,0.0,0.0,0.0,0.0,22.2,-0.1,0.0,-0.1,-0.533,-24.7,-9.4,-15.0,0.0,False,,,,False,,,,Rookie/Young,2,529.0,0.0,-4.5,True,Rookie/Young,-2.027027027027027,-0.21394286293050788,0.0,-0.009955554422834698,0.0,-0.0017013866371892407,-0.0016673589044454559,Unknown,0.01
258.0,Jordan Goodwin,24.0,WAS,PG,62.0,7.0,1106.0,158.0,353.0,0.448,38.0,118.0,0.322,120.0,235.0,0.511,0.501,53.0,69.0,0.768,57.0,148.0,205.0,168.0,58.0,26.0,57.0,95.0,407.0,0.0,,2023,Jordan Goodwin,WAS,17.838709677419356,6.564516129032258,3.306451612903226,2.7096774193548385,True,14.8,0.531,0.334,0.195,6.0,14.3,10.3,20.8,2.6,2.0,12.9,17.3,0.9,1.3,2.2,0.097,-0.7,1.4,0.7,0.8,True,,,,False,,,,Developing,3,576.0,0.3679927667269439,4.970000000000001,True,Developing,1.3505434782608696,0.8143401943345062,40.51910650093722,0.21902219730236336,0.07964443538267758,0.08895298589409997,0.08539486645833597,Unknown,0.62
262.0,Jordan Goodwin,25.0,2TM,PG,57.0,12.0,1055.0,141.0,382.0,0.369,42.0,141.0,0.298,99.0,241.0,0.411,0.424,44.0,59.0,0.746,88.0,165.0,253.0,155.0,48.0,18.0,56.0,76.0,368.0,0.0,,2024,Jordan Goodwin,2TM,18.50877192982456,6.456140350877193,4.43859649122807,2.719298245614035,True,12.6,0.451,0.369,0.154,9.3,17.3,13.3,20.9,2.2,1.6,12.1,19.0,-0.2,1.4,1.2,0.054,-1.5,0.5,-1.0,0.3,True,,,,False,,,,Developing,4,625.0,0.34881516587677724,3.6,True,Developing,0.9782608695652174,0.5855703601501738,36.636440276031685,0.11946665307401635,0.02986666326850409,0.05502071212785582,0.05171946940018447,Unknown,0.5
380.0,Jordan Goodwin,26.0,LAL,PG,29.0,5.0,543.0,63.0,144.0,0.438,26.0,68.0,0.382,37.0,76.0,0.487,0.528,9.0,11.0,0.818,38.0,74.0,112.0,42.0,30.0,11.0,26.0,43.0,161.0,0.0,,2025,Jordan Goodwin,LAL,18.724137931034484,5.551724137931035,3.8620689655172415,1.4482758620689655,True,12.1,0.541,0.472,0.076,8.1,14.9,11.6,10.5,2.7,1.9,14.9,14.1,0.2,0.7,1.0,0.084,-1.7,0.8,-0.8,0.2,True,,,,False,,,,Developing,5,676.0,0.2965009208103131,3.4699999999999998,False,Developing,0.9429347826086956,0.5714863055034884,16.02844262076386,0.09955554422834696,0.019911108845669396,0.03409890279956694,0.03137099057560159,Unknown,0.31
473.0,Jordan Hall,21.0,SAS,SF,9.0,0.0,83.0,9.0,28.0,0.321,3.0,15.0,0.2,6.0,13.0,0.462,0.375,7.0,9.0,0.778,3.0,9.0,12.0,11.0,1.0,0.0,7.0,6.0,28.0,0.0,,2023,Jordan Hall,SAS,9.22222222222222,3.111111111111111,1.3333333333333333,1.2222222222222223,False,5.5,0.438,0.536,0.321,3.8,12.3,7.9,17.0,0.6,0.0,18.0,19.4,-0.1,0.0,-0.1,-0.077,-4.7,-2.9,-7.6,-0.1,False,,,,False,,,,Rookie/Young,3,441.0,0.3373493975903614,-0.6699999999999999,False,Rookie/Young,-0.2745901639344262,-0.14212537454465257,2.787555238393715,-0.009955554422834698,-0.009955554422834698,-0.002544678087011224,-0.0025955716487514485,Unknown,0.0
211.0,Jordan Hawkins,21.0,NOP,SG,67.0,10.0,1160.0,174.0,456.0,0.382,109.0,298.0,0.366,65.0,158.0,0.411,0.501,67.0,80.0,0.838,29.0,119.0,148.0,70.0,19.0,7.0,40.0,72.0,524.0,0.0,,2024,Jordan Hawkins,NOR,17.313432835820894,7.82089552238806,2.208955223880597,1.044776119402985,True,10.2,0.533,0.654,0.175,2.8,11.3,7.1,8.2,0.8,0.6,7.5,19.9,0.3,1.0,1.3,0.053,-1.3,-1.7,-3.1,-0.3,True,,,,False,,,,Rookie/Young,4,441.0,0.4517241379310345,2.01,True,Rookie/Young,0.9054054054054054,0.5409104323825354,52.16710517565381,0.12942220749685107,-0.02986666326850409,0.05081082268207461,0.0518270391357161,Unknown,0.44
187.0,Jordan Hawkins,22.0,NOP,SG,56.0,9.0,1321.0,207.0,556.0,0.372,110.0,332.0,0.331,97.0,224.0,0.433,0.471,80.0,98.0,0.816,25.0,133.0,158.0,66.0,30.0,23.0,58.0,51.0,604.0,0.0,,2025,Jordan Hawkins,NOR,23.589285714285715,10.785714285714286,2.821428571428572,1.1785714285714286,True,9.6,0.504,0.597,0.176,2.0,11.2,6.5,7.3,1.1,1.7,8.8,21.0,-0.7,0.1,-0.5,-0.02,-2.4,-3.0,-5.4,-1.2,True,4741320.0,Rookie/Min,4.74132,True,127.39068445074368,-0.1054558646115427,-0.2530940750677026,Rookie/Young,5,484.0,0.45722937168811506,0.7799999999999998,True,Rookie/Young,0.3513513513513513,0.20011734038976167,127.39068445074368,-0.10545586461154277,-0.25309407506770265,0.0008283768459904778,0.0008283768459904778,Fair,0.0
315.0,Jordan McLaughlin,23.0,MIN,PG,30.0,2.0,590.0,87.0,178.0,0.489,29.0,76.0,0.382,58.0,102.0,0.569,0.57,26.0,39.0,0.667,7.0,42.0,49.0,125.0,34.0,4.0,31.0,31.0,229.0,0.0,,2020,Jordan McLaughlin,MIN,19.666666666666668,7.633333333333334,1.6333333333333333,4.166666666666667,True,16.3,0.587,0.427,0.219,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,1.1,0.4,1.6,0.13,0.3,0.0,0.3,0.3,True,,,,False,,,,Rookie/Young,0,529.0,0.38813559322033897,5.1,True,Rookie/Young,1.6943521594684385,1.0549414118303149,22.798219628291456,0.15928887076535517,0.02986666326850409,0.05196273314483283,0.05092347848193617,Unknown,0.64
319.0,Jordan McLaughlin,24.0,MIN,PG,51.0,2.0,938.0,100.0,242.0,0.413,33.0,92.0,0.359,67.0,150.0,0.447,0.481,23.0,30.0,0.767,21.0,87.0,108.0,193.0,51.0,6.0,51.0,44.0,256.0,0.0,,2021,Jordan McLaughlin,MIN,18.392156862745097,5.019607843137255,2.117647058823529,3.784313725490196,True,12.0,0.502,0.38,0.124,2.3,10.4,6.2,28.0,2.6,0.6,16.7,13.7,0.6,0.6,1.2,0.062,-2.0,0.2,-1.7,0.1,True,,,,False,,,,Developing,1,576.0,0.27292110874200426,3.13,True,Developing,0.8505434782608695,0.5132593887512025,25.486219322456822,0.11946665307401635,0.009955554422834698,0.04141274585167205,0.03975623601760517,Unknown,0.51
339.0,Jordan McLaughlin,25.0,MIN,PG,62.0,3.0,902.0,88.0,200.0,0.44,27.0,85.0,0.318,61.0,115.0,0.53,0.508,30.0,40.0,0.75,22.0,72.0,94.0,180.0,57.0,10.0,38.0,54.0,233.0,0.0,,2022,Jordan McLaughlin,MIN,14.548387096774194,3.758064516129033,1.5161290322580645,2.903225806451613,True,13.4,0.535,0.425,0.2,2.6,8.8,5.6,26.1,3.0,1.1,14.9,11.8,1.3,1.0,2.3,0.123,-1.2,1.6,0.4,0.6,True,,,,False,,,,Developing,2,625.0,0.2583148558758315,4.38,True,Developing,1.1902173913043477,0.732286603073031,23.196441805204845,0.22897775172519802,0.05973332653700818,0.07264684810423953,0.06828803721798515,Unknown,0.5
377.0,Jordan McLaughlin,26.0,MIN,PG,43.0,0.0,678.0,61.0,145.0,0.421,24.0,78.0,0.308,37.0,67.0,0.552,0.503,15.0,18.0,0.833,15.0,47.0,62.0,148.0,32.0,4.0,33.0,28.0,161.0,0.0,,2023,Jordan McLaughlin,MIN,15.767441860465116,3.744186046511628,1.441860465116279,3.441860465116279,True,11.8,0.526,0.538,0.124,2.5,7.6,5.1,27.4,2.2,0.5,17.7,11.7,0.7,0.6,1.3,0.094,-1.3,0.6,-0.7,0.2,True,,,,False,,,,Developing,3,676.0,0.2374631268436578,3.41,True,Developing,0.9266304347826086,0.5632618465473931,16.02844262076386,0.12942220749685107,0.019911108845669396,0.03920306271113467,0.0360668176942439,Unknown,0.31
346.0,Jordan McLaughlin,27.0,MIN,PG,56.0,0.0,626.0,70.0,145.0,0.483,42.0,89.0,0.472,28.0,56.0,0.5,0.628,13.0,18.0,0.722,18.0,54.0,72.0,110.0,35.0,7.0,19.0,31.0,195.0,0.0,,2024,Jordan McLaughlin,MIN,11.178571428571429,3.482142857142857,1.2857142857142858,1.9642857142857144,True,15.5,0.638,0.614,0.124,3.4,9.4,6.5,23.7,2.8,1.0,11.1,12.1,1.4,1.1,2.5,0.193,1.4,2.9,4.2,1.0,True,,,,False,,,,Developing,4,729.0,0.31150159744408945,6.31,True,Developing,1.714673913043478,1.062153290387735,19.41333112452766,0.24888886057086743,0.09955554422834696,0.08467387271281039,0.07620648544152936,Unknown,0.48
436.0,Jordan McLaughlin,28.0,2TM,PG,46.0,0.0,314.0,31.0,72.0,0.431,19.0,46.0,0.413,12.0,26.0,0.462,0.563,17.0,22.0,0.773,6.0,24.0,30.0,51.0,16.0,1.0,16.0,18.0,98.0,0.0,,2025,Jordan McLaughlin,2TM,6.826086956521739,2.130434782608696,0.6521739130434783,1.108695652173913,False,12.3,0.6,0.639,0.306,2.1,8.5,5.3,21.0,2.5,0.3,16.4,13.3,0.4,0.2,0.6,0.098,-1.6,0.0,-1.6,0.0,True,,,,False,,,,Prime,5,784.0,0.31210191082802546,3.21,True,Prime,0.8722826086956522,0.5306641908382562,9.756443334378003,0.05973332653700818,0.0,0.017162460126116993,0.015102964910982954,Unknown,0.07
224.0,Jordan McRae,28.0,3TM,SG,37.0,4.0,784.0,149.0,366.0,0.407,45.0,126.0,0.357,104.0,240.0,0.433,0.469,83.0,109.0,0.761,18.0,106.0,124.0,93.0,21.0,16.0,43.0,73.0,426.0,0.0,,2020,Jordan McRae,3TM,21.18918918918919,11.513513513513514,3.3513513513513518,2.5135135135135136,True,14.2,0.515,0.344,0.298,2.4,15.4,8.7,17.9,1.3,1.8,9.4,24.4,0.4,0.4,0.7,0.044,0.0,-1.5,-1.5,0.1,True,,,,False,,,,Prime,0,784.0,0.5433673469387755,3.8499999999999996,False,Prime,0.9821428571428571,0.5925455728740878,42.41066184127581,0.06968888095984288,0.009955554422834698,0.04496911727293875,0.039572823200186104,Unknown,0.1
525.0,Jordan Miller,24.0,LAC,SF,8.0,0.0,28.0,5.0,9.0,0.556,1.0,2.0,0.5,4.0,7.0,0.571,0.611,2.0,2.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,13.0,0.0,,2024,Jordan Miller,LAC,3.5,1.625,0.625,0.0,False,14.1,0.658,0.222,0.222,12.5,7.8,10.1,0.0,0.0,0.0,9.2,17.0,0.1,0.0,0.1,0.116,0.4,-4.2,-3.8,0.0,False,,,,False,,,,Developing,4,576.0,0.4642857142857143,3.09,False,Developing,1.026578073089701,0.6228871830907365,1.2942220749685105,0.009955554422834698,0.0,0.002623874636564344,0.0025189196511017703,Unknown,0.08
386.0,Jordan Miller,25.0,LAC,SF,37.0,0.0,420.0,58.0,134.0,0.433,8.0,38.0,0.211,50.0,96.0,0.521,0.463,28.0,35.0,0.8,23.0,35.0,58.0,34.0,17.0,5.0,26.0,26.0,152.0,0.0,,2025,Jordan Miller,LAC,11.35135135135135,4.108108108108108,1.5675675675675675,0.918918918918919,True,10.5,0.509,0.284,0.261,6.3,9.3,7.8,11.2,2.0,1.2,14.8,18.2,-0.1,0.5,0.4,0.049,-3.0,0.2,-2.8,-0.1,True,,,,False,,,,Developing,5,625.0,0.3619047619047619,2.27,False,Developing,0.7541528239202657,0.4653546793971889,15.13244272270874,0.03982221769133879,-0.009955554422834698,0.014761371400666736,0.013875689116626731,Unknown,0.03
360.0,Jordan Nwora,22.0,MIL,SF,30.0,2.0,274.0,62.0,135.0,0.459,28.0,62.0,0.452,34.0,73.0,0.466,0.563,19.0,25.0,0.76,9.0,51.0,60.0,7.0,16.0,7.0,24.0,22.0,171.0,0.0,,2021,Jordan Nwora,MIL,9.133333333333333,5.7,2.0,0.2333333333333333,False,16.1,0.586,0.459,0.185,3.6,18.9,11.5,3.6,2.7,2.3,14.1,26.0,0.0,0.4,0.4,0.068,-0.7,-0.4,-1.1,0.1,True,,,,False,,,,Rookie/Young,1,484.0,0.6240875912408759,4.54,False,Rookie/Young,1.860655737704918,1.0887412926281532,17.023998063047333,0.03982221769133879,0.009955554422834698,0.021770000450551687,0.021770000450551687,Unknown,0.24
231.0,Jordan Nwora,23.0,MIL,SF,62.0,13.0,1185.0,186.0,462.0,0.403,79.0,227.0,0.348,107.0,235.0,0.455,0.488,36.0,43.0,0.837,37.0,184.0,221.0,59.0,25.0,17.0,57.0,78.0,487.0,0.0,,2022,Jordan Nwora,MIL,19.11290322580645,7.854838709677419,3.564516129032258,0.9516129032258064,True,9.9,0.506,0.491,0.093,3.4,16.1,9.9,7.0,1.0,1.4,10.6,19.4,-0.4,1.1,0.6,0.025,-2.7,-1.5,-4.1,-0.6,True,,,,False,,,,Rookie/Young,2,529.0,0.4109704641350211,1.5000000000000004,False,Rookie/Young,0.614754098360656,0.37537019814965833,48.48355003920497,0.05973332653700818,-0.05973332653700818,0.02778500741656186,0.02722930726823062,Unknown,0.02
214.0,Jordan Nwora,24.0,2TM,SF,62.0,14.0,1188.0,194.0,445.0,0.436,86.0,211.0,0.408,108.0,234.0,0.462,0.533,68.0,86.0,0.791,51.0,178.0,229.0,88.0,24.0,14.0,66.0,74.0,542.0,0.0,,2023,Jordan Nwora,2TM,19.161290322580644,8.741935483870968,3.693548387096774,1.4193548387096775,True,12.2,0.561,0.474,0.193,4.7,15.8,10.4,10.5,1.0,1.0,12.0,19.4,0.5,1.0,1.5,0.06,-0.8,-1.3,-2.1,0.0,True,,,,False,,,,Developing,3,576.0,0.4562289562289562,3.03,True,Developing,1.006644518272425,0.6040921869531302,53.959104971764056,0.14933331634252045,0.0,0.06398145307024677,0.0614221949474369,Unknown,0.55
263.0,Jordan Nwora,25.0,2TM,SF,52.0,1.0,712.0,138.0,299.0,0.462,44.0,131.0,0.336,94.0,168.0,0.56,0.535,44.0,53.0,0.83,28.0,121.0,149.0,62.0,26.0,13.0,53.0,48.0,364.0,0.0,,2024,Jordan Nwora,2TM,13.692307692307692,7.0,2.8653846153846154,1.1923076923076923,True,13.7,0.565,0.438,0.177,4.3,19.1,11.6,12.3,1.8,1.6,14.1,22.4,-0.1,0.6,0.5,0.034,-1.1,-1.5,-2.5,-0.1,True,,,,False,,,,Developing,4,625.0,0.5112359550561798,3.3199999999999994,True,Developing,1.102990033222591,0.6693269095189555,36.2382180991183,0.04977777211417348,-0.009955554422834698,0.03150640848920382,0.02961602397985159,Unknown,0.22
192.0,Jordan Poole,20.0,GSW,SG,57.0,14.0,1274.0,167.0,502.0,0.333,74.0,265.0,0.279,93.0,237.0,0.392,0.406,95.0,119.0,0.798,9.0,109.0,118.0,134.0,35.0,10.0,74.0,94.0,503.0,0.0,,2020,Jordan Poole,GSW,22.350877192982452,8.824561403508772,2.0701754385964914,2.3508771929824563,True,7.2,0.454,0.528,0.237,0.7,9.6,5.0,15.8,1.3,0.7,11.8,21.1,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5,True,,,,False,,,,Rookie/Young,0,400.0,0.39481946624803765,-0.4199999999999997,False,Rookie/Young,-0.1891891891891891,-0.09709501934799118,50.07643874685853,-0.11946665307401635,-0.14933331634252045,-0.027176280320667275,-0.028263331533493967,Unknown,0.0
158.0,Jordan Poole,21.0,GSW,SG,51.0,7.0,988.0,205.0,474.0,0.432,97.0,276.0,0.351,108.0,198.0,0.545,0.535,105.0,119.0,0.882,15.0,77.0,92.0,99.0,26.0,9.0,51.0,86.0,612.0,0.0,,2021,Jordan Poole,GSW,19.37254901960784,12.0,1.803921568627451,1.9411764705882355,True,15.1,0.581,0.582,0.251,1.6,8.2,5.0,15.4,1.2,0.8,8.8,25.0,1.1,0.9,1.9,0.094,0.7,-1.2,-0.5,0.4,True,,,,False,,,,Rookie/Young,1,441.0,0.6194331983805668,4.539999999999999,False,Rookie/Young,2.045045045045045,1.238093869956356,60.927993067748346,0.18915553403385924,0.03982221769133879,0.08707499740954311,0.08881649735773398,Unknown,0.48
27.0,Jordan Poole,22.0,GSW,SG,76.0,51.0,2283.0,474.0,1058.0,0.448,211.0,580.0,0.364,263.0,478.0,0.55,0.548,246.0,266.0,0.925,34.0,226.0,260.0,304.0,60.0,23.0,187.0,206.0,1405.0,0.0,,2022,Jordan Poole,GSW,30.039473684210527,18.48684210526316,3.421052631578948,4.0,True,16.1,0.598,0.548,0.251,1.7,10.5,6.2,21.0,1.3,1.0,13.7,26.0,3.1,2.9,6.0,0.126,1.3,-0.3,1.0,1.7,True,,,,False,,,,Rookie/Young,2,484.0,0.6154183092422252,5.81,False,Rookie/Young,2.6171171171171173,1.510021931612318,139.8755396408275,0.5973332653700818,0.16924442518818983,0.24989607032637196,0.24989607032637196,Unknown,0.07
19.0,Jordan Poole,23.0,GSW,PG,82.0,43.0,2458.0,550.0,1278.0,0.43,214.0,637.0,0.336,336.0,641.0,0.524,0.514,361.0,415.0,0.87,32.0,193.0,225.0,369.0,63.0,21.0,252.0,214.0,1675.0,0.0,,2023,Jordan Poole,GSW,29.97560975609756,20.42682926829268,2.7439024390243905,4.5,True,14.6,0.573,0.498,0.325,1.5,8.5,5.0,22.5,1.2,0.8,14.7,29.2,1.4,1.9,3.2,0.063,-0.1,-1.8,-1.9,0.1,True,,,,False,,,,Rookie/Young,3,529.0,0.6814483319772172,3.85,False,Rookie/Young,1.2790697674418605,0.7706099144534438,166.75553658248117,0.31857774153071033,0.009955554422834698,0.17613359175801624,0.1726109199228559,Unknown,0.04
45.0,Jordan Poole,24.0,WAS,SG,78.0,66.0,2346.0,490.0,1186.0,0.413,184.0,564.0,0.326,306.0,622.0,0.492,0.491,192.0,219.0,0.877,32.0,180.0,212.0,343.0,86.0,25.0,188.0,244.0,1356.0,0.0,,2024,Jordan Poole,WAS,30.07692307692308,17.384615384615383,2.717948717948718,4.397435897435898,True,12.1,0.529,0.476,0.185,1.4,8.4,4.8,21.4,1.7,0.9,12.8,26.4,-1.5,0.8,-0.6,-0.013,-2.0,-1.9,-3.9,-1.2,True,,,,False,,,,Developing,4,576.0,0.578005115089514,1.98,True,Developing,0.616822429906542,0.3683192955490867,134.9973179736385,-0.05973332653700818,-0.11946665307401635,0.05205201042227813,0.049969930005387006,Unknown,0.08
36.0,Jordan Poole,25.0,WAS,SG,68.0,68.0,2001.0,457.0,1057.0,0.432,235.0,622.0,0.378,222.0,435.0,0.51,0.544,242.0,274.0,0.883,31.0,172.0,203.0,303.0,86.0,27.0,204.0,201.0,1391.0,0.0,,2025,Jordan Poole,WAS,29.426470588235293,20.455882352941178,2.985294117647059,4.455882352941177,True,16.6,0.591,0.588,0.259,1.6,9.0,5.3,25.6,2.0,1.2,14.8,29.0,1.2,0.8,2.0,0.047,2.0,-1.6,0.4,1.2,True,31848215.0,Superstar,31.848215,True,43.675917158936535,0.0627978679495852,0.0376787207697511,Developing,5,625.0,0.6951524237881059,5.58,True,Developing,1.7383177570093458,1.0641816258837615,43.675917158936535,0.06279786794958525,0.037678720769751144,0.052574504222736816,0.049420033969372605,Overpaid,0.02
554.0,Jordan Schakel,23.0,WAS,SG,4.0,0.0,30.0,1.0,11.0,0.091,1.0,6.0,0.167,0.0,5.0,0.0,0.136,2.0,2.0,1.0,2.0,6.0,8.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,,2022,Jordan Schakel,WAS,7.5,1.25,2.0,0.0,False,0.0,0.21,0.545,0.182,7.5,21.8,14.8,0.0,1.6,0.0,7.8,19.1,-0.2,0.0,-0.1,-0.204,-8.6,-4.3,-13.0,-0.1,False,,,,False,,,,Rookie/Young,2,529.0,0.16666666666666666,-3.94,True,Rookie/Young,-1.7747747747747749,-0.20552750339878215,0.49777772114173485,-0.009955554422834698,-0.009955554422834698,-0.004176772239751792,-0.004093236794956756,Unknown,0.0
531.0,Jordan Schakel,24.0,WAS,SF,2.0,0.0,6.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,,2023,Jordan Schakel,WAS,3.0,1.5,0.0,0.5,False,24.3,0.75,0.5,0.0,0.0,0.0,0.0,23.5,8.1,0.0,0.0,14.5,0.0,0.0,0.0,0.314,7.7,9.3,15.0,0.0,False,,,,False,,,,Developing,3,576.0,0.5,11.79,True,Developing,3.9169435215946837,1.93536545313875,0.2986666326850409,0.0,0.0,0.00021288184600963932,0.00020436657216925375,Unknown,0.16
517.0,Jordan Walsh,19.0,BOS,SF,9.0,1.0,83.0,6.0,15.0,0.4,2.0,9.0,0.222,4.0,6.0,0.667,0.467,1.0,2.0,0.5,5.0,15.0,20.0,5.0,5.0,1.0,3.0,11.0,15.0,0.0,,2024,Jordan Walsh,BOS,9.22222222222222,1.6666666666666667,2.2222222222222223,0.5555555555555556,False,8.4,0.472,0.6,0.133,6.8,18.7,13.0,7.2,3.0,1.1,15.9,9.9,0.0,0.2,0.2,0.089,-5.6,1.8,-3.8,0.0,False,,,,False,,,,Rookie/Young,4,361.0,0.18072289156626506,1.3800000000000001,True,Rookie/Young,0.5655737704918034,0.3187586152024187,1.4933331634252045,0.019911108845669396,0.0,0.004467182504426678,0.004735213454692279,Unknown,0.01
445.0,Jordan Walsh,20.0,BOS,PF,52.0,1.0,403.0,30.0,83.0,0.361,15.0,55.0,0.273,15.0,28.0,0.536,0.452,7.0,12.0,0.583,23.0,46.0,69.0,19.0,12.0,11.0,17.0,30.0,82.0,0.0,,2025,Jordan Walsh,BOS,7.75,1.5769230769230769,1.3269230769230769,0.3653846153846153,False,6.9,0.464,0.663,0.145,6.2,12.4,9.3,6.0,1.5,2.5,16.1,11.5,-0.2,0.5,0.4,0.044,-4.4,0.5,-3.9,-0.2,True,2221677.0,Rookie/Min,2.221677,True,36.90905563680049,0.1800441738380511,-0.0900220869190255,Rookie/Young,5,400.0,0.20347394540942929,0.8199999999999998,True,Rookie/Young,0.2562499999999999,0.1340692716086541,36.90905563680049,0.18004417383805116,-0.09002208691902558,0.03148535750258531,0.03274477180268873,Fair,0.0
297.0,Jose Alvarado,23.0,NOP,PG,54.0,1.0,834.0,131.0,294.0,0.446,32.0,110.0,0.291,99.0,184.0,0.538,0.5,36.0,53.0,0.679,25.0,75.0,100.0,152.0,71.0,7.0,40.0,73.0,330.0,0.0,,2022,Jose Alvarado,NOR,15.444444444444445,6.111111111111111,1.851851851851852,2.814814814814815,True,16.4,0.52,0.374,0.18,3.2,10.2,6.6,26.9,4.2,0.8,11.2,18.4,1.0,1.1,2.1,0.121,-0.5,2.4,1.9,0.8,True,,,,False,,,,Rookie/Young,2,529.0,0.39568345323741005,5.81,True,Rookie/Young,1.930232558139535,1.1461748912814007,32.8533295953545,0.20906664287952864,0.07964443538267758,0.08178763187599665,0.08015187923847672,Unknown,0.59
211.0,Jose Alvarado,24.0,NOP,PG,61.0,10.0,1310.0,201.0,489.0,0.411,83.0,247.0,0.336,118.0,242.0,0.488,0.496,65.0,80.0,0.813,28.0,113.0,141.0,186.0,67.0,10.0,81.0,125.0,550.0,0.0,,2023,Jose Alvarado,NOR,21.475409836065573,9.01639344262295,2.3114754098360657,3.0491803278688523,True,11.8,0.525,0.505,0.164,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.8,0.1,1.7,1.8,0.066,-2.0,0.7,-1.2,0.3,True,,,,False,,,,Developing,3,576.0,0.4198473282442748,3.3000000000000003,True,Developing,0.8967391304347826,0.5409011690081732,54.755549325590835,0.17919997961102455,0.02986666326850409,0.07814386394224271,0.075018109384553,Unknown,0.44
250.0,Jose Alvarado,25.0,NOP,PG,56.0,0.0,1028.0,142.0,345.0,0.412,78.0,207.0,0.377,64.0,138.0,0.464,0.525,35.0,52.0,0.673,25.0,103.0,128.0,117.0,59.0,15.0,40.0,89.0,397.0,0.0,6MOY-6,2024,Jose Alvarado,NOR,18.357142857142858,7.089285714285714,2.2857142857142856,2.0892857142857144,True,12.5,0.54,0.6,0.151,2.7,11.0,6.9,15.3,2.8,1.4,9.8,17.3,0.6,1.5,2.1,0.097,-1.5,1.5,-0.1,0.5,True,,,,False,,,,Developing,4,625.0,0.3861867704280156,3.9200000000000004,True,Developing,1.065217391304348,0.6438677151535663,39.523551058653744,0.20906664287952864,0.04977777211417348,0.07805142706580939,0.07336834144186083,Unknown,0.57
198.0,Jose Alvarado,26.0,NOP,PG,56.0,23.0,1366.0,204.0,521.0,0.392,111.0,309.0,0.359,93.0,212.0,0.439,0.498,60.0,74.0,0.811,27.0,109.0,136.0,259.0,74.0,14.0,86.0,91.0,579.0,0.0,,2025,Jose Alvarado,NOR,24.392857142857142,10.339285714285714,2.4285714285714284,4.625,True,13.4,0.523,0.593,0.142,2.1,8.9,5.4,27.3,2.6,1.0,13.4,19.8,0.7,0.5,1.2,0.043,-0.6,-0.8,-1.4,0.2,True,4500000.0,Rookie/Min,4.5,True,128.66666666666666,0.2666666666666666,0.0444444444444444,Developing,5,676.0,0.4238653001464129,3.6799999999999997,True,Developing,0.9999999999999999,0.6029356910188164,128.66666666666666,0.26666666666666666,0.044444444444444446,0.14991790385335488,0.1379244715450865,Fair,0.7
194.0,Josh Christopher,20.0,HOU,SG,74.0,2.0,1334.0,224.0,500.0,0.448,56.0,189.0,0.296,168.0,311.0,0.54,0.504,83.0,113.0,0.735,52.0,134.0,186.0,150.0,65.0,13.0,114.0,97.0,587.0,0.0,,2022,Josh Christopher,HOU,18.027027027027028,7.932432432432432,2.5135135135135136,2.027027027027027,True,12.2,0.534,0.378,0.226,4.3,11.1,7.7,17.3,2.3,0.9,17.2,21.1,-0.4,0.7,0.3,0.01,-2.2,-1.3,-3.5,-0.5,True,,,,False,,,,Rookie/Young,2,400.0,0.44002998500749624,2.4099999999999993,False,Rookie/Young,1.0855855855855854,0.6572028530025855,58.43910446203967,0.02986666326850409,-0.04977777211417348,0.032607097717894065,0.03391138162660983,Unknown,0.07
