Rk,Player,Tm,2025-26,2026-27,2027-28,2028-29,2029-30,2030-31,Guaranteed,Player_Clean,Team_Clean,Current_Salary,Salary_Tier,Salary_Millions,Has_Salary_Data,Multi_Year_Contract,Total_Contract_Value
263,Drake Powell,BRK,3372240,3540600,,,,,"$6,912,840",Drake Powell,BKN,3372240,Rookie/Min,3.37224,True,True,6912840.0
264,Yves Missi,NOP,3353040,3512760,,,,,"$3,353,040",Yves Missi,NOR,3353040,Rookie/Min,3.35304,True,True,6865800.0
265,Dariq Whitehead,BRK,3262560,5366912,,,,,"$3,262,560",Dariq Whitehead,BKN,3262560,Rookie/Min,3.26256,True,True,8629472.0
266,Asa Newell,ATL,3237480,3399480,,,,,"$6,636,960",Asa Newell,ATL,3237480,Rookie/Min,3.23748,True,True,6636960.0
267,DaRon Holmes,DEN,3218760,3372120,,,,,"$3,218,760",DaRon Holmes,DEN,3218760,Rookie/Min,3.21876,True,True,6590880.0
269,Kris Murray,POR,3132000,5315004,,,,,"$3,132,000",Kris Murray,POR,3132000,Rookie/Min,3.132,True,True,8447004.0
270,Nique Clifford,SAC,3108120,3263400,,,,,"$6,371,520",Nique Clifford,SAC,3108120,Rookie/Min,3.10812,True,True,6371520.0
271,Nassir Little,PHO,3107143,3107143,,,,,"$12,428,572",Nassir Little,PHX,3107143,Rookie/Min,3.107143,True,True,6214286.0
272,AJ Johnson,WAS,3090480,3237120,,,,,"$3,090,480",AJ Johnson,WAS,3090480,Rookie/Min,3.09048,True,True,6327600.0
273,Olivier-Maxence Prosper,DAL,3007080,5259383,,,,,"$3,007,080",Olivier-Maxence Prosper,DAL,3007080,Rookie/Min,3.00708,True,True,8266463.0
274,Shake Milton,LAL,3000000,3287406,,,,,"$6,287,406",Shake Milton,LAL,3000000,Rookie/Min,3.0,True,True,6287406.0
275,Kyle Filipowski,UTA,3000000,3000000,,,,,"$3,000,000",Kyle Filipowski,UTA,3000000,Rookie/Min,3.0,True,True,6000000.0
276,Julian Champagnie,SAS,3000000,3000000,,,,,,Julian Champagnie,SAS,3000000,Rookie/Min,3.0,True,True,6000000.0
277,Jase Richardson,ORL,2983320,3132360,,,,,"$6,115,680",Jase Richardson,ORL,2983320,Rookie/Min,2.98332,True,True,6115680.0
278,Kyshawn George,WAS,2966760,3108000,,,,,"$2,966,760",Kyshawn George,WAS,2966760,Rookie/Min,2.96676,True,True,6074760.0
281,Marcus Sasser,DET,2886720,5198983,,,,,"$2,886,720",Marcus Sasser,DET,2886720,Rookie/Min,2.88672,True,True,8085703.0
282,Ben Saraf,BRK,2884560,3028560,,,,,"$5,913,120",Ben Saraf,BKN,2884560,Rookie/Min,2.88456,True,True,5913120.0
283,Pacome Dadiet,NYK,2847600,2983680,,,,,"$2,847,600",Pacome Dadiet,NYK,2847600,Rookie/Min,2.8476,True,True,5831280.0
284,Danny Wolf,BRK,2801280,2941440,,,,,"$5,742,720",Danny Wolf,BKN,2801280,Rookie/Min,2.80128,True,True,5742720.0
285,Ben Sheppard,IND,2790720,5031669,,,,,"$2,790,720",Ben Sheppard,IND,2790720,Rookie/Min,2.79072,True,True,7822389.0
286,Hugo González,BOS,2783880,2923560,,,,,"$5,707,440",Hugo González,BOS,2783880,Rookie/Min,2.78388,True,True,5707440.0
287,Liam McNeeley,CHO,2763960,2902080,,,,,"$5,666,040",Liam McNeeley,CHA,2763960,Rookie/Min,2.76396,True,True,5666040.0
288,Dillon Jones,OKC,2753280,2884440,,,,,"$2,753,280",Dillon Jones,OKC,2753280,Rookie/Min,2.75328,True,True,5637720.0
289,Yanic Konan Niederhauser,LAC,2743800,2880960,,,,,"$5,624,760",Yanic Konan Niederhauser,LAC,2743800,Rookie/Min,2.7438,True,True,5624760.0
290,DaQuan Jeffries,CHO,2743776,3080918,,,,,,DaQuan Jeffries,CHA,2743776,Rookie/Min,2.743776,True,True,5824694.0
291,Nick Smith Jr.,CHO,2710680,4890067,,,,,"$2,710,680",Nick Smith Jr.,CHA,2710680,Rookie/Min,2.71068,True,True,7600747.0
292,Brice Sensabaugh,UTA,2693760,4862237,,,,,"$2,693,760",Brice Sensabaugh,UTA,2693760,Rookie/Min,2.69376,True,True,7555997.0
293,Julian Strawther,DEN,2674200,4826931,,,,,"$2,674,200",Julian Strawther,DEN,2674200,Rookie/Min,2.6742,True,True,7501131.0
294,Terrence Shannon Jr.,MIN,2674080,2801640,,,,,"$2,674,080",Terrence Shannon Jr.,MIN,2674080,Rookie/Min,2.67408,True,True,5475720.0
296,Ryan Dunn,PHO,2657760,2784240,,,,,"$2,657,760",Ryan Dunn,PHX,2657760,Rookie/Min,2.65776,True,True,5442000.0
297,Kobe Brown,LAC,2654880,4792059,,,,,"$2,654,880",Kobe Brown,LAC,2654880,Rookie/Min,2.65488,True,True,7446939.0
298,Isaiah Collier,UTA,2638200,2763960,,,,,"$2,638,200",Isaiah Collier,UTA,2638200,Rookie/Min,2.6382,True,True,5402160.0
299,Baylor Scheierman,BOS,2619000,2744040,,,,,"$7,697,033",Baylor Scheierman,BOS,2619000,Rookie/Min,2.619,True,True,5363040.0
304,Justin Champagnie,WAS,2349578,2667944,,,,,"$5,017,522",Justin Champagnie,WAS,2349578,Rookie/Min,2.349578,True,True,5017522.0
306,Jay Huff,IND,2349578,2667944,,,,,"$2,349,578",Jay Huff,IND,2349578,Rookie/Min,2.349578,True,True,5017522.0
308,Jaden Springer,UTA,2349578,2667944,,,,,,Jaden Springer,UTA,2349578,Rookie/Min,2.349578,True,True,5017522.0
311,Neemias Queta,BOS,2349578,2667944,,,,,,Neemias Queta,BOS,2349578,Rookie/Min,2.349578,True,True,5017522.0
312,Vit Krejci,ATL,2349578,2667944,,,,,,Vit Krejci,ATL,2349578,Rookie/Min,2.349578,True,True,5017522.0
314,Vince Williams Jr.,MEM,2301587,2489752,,,,,"$2,301,587",Vince Williams Jr.,MEM,2301587,Rookie/Min,2.301587,True,True,4791339.0
316,Scotty Pippen Jr.,MEM,2270735,2461462,,,,,"$2,270,735",Scotty Pippen Jr.,MEM,2270735,Rookie/Min,2.270735,True,True,4732197.0
320,Moussa Diabaté,CHO,2270735,2461462,,,,,,Moussa Diabaté,CHA,2270735,Rookie/Min,2.270735,True,True,4732197.0
322,Ricky Council IV,PHI,2221677,2406205,,,,,"$2,221,677",Ricky Council IV,PHI,2221677,Rookie/Min,2.221677,True,True,4627882.0
323,GG Jackson II,MEM,2221677,2406205,,,,,"$2,221,677",GG Jackson II,MEM,2221677,Rookie/Min,2.221677,True,True,4627882.0
325,Jalen Pickett,DEN,2221677,2406205,,,,,"$2,221,677",Jalen Pickett,DEN,2221677,Rookie/Min,2.221677,True,True,4627882.0
326,Hunter Tyson,DEN,2221677,2406205,,,,,"$2,221,677",Hunter Tyson,DEN,2221677,Rookie/Min,2.221677,True,True,4627882.0
327,Julian Phillips,CHI,2221677,2406205,,,,,"$2,221,677",Julian Phillips,CHI,2221677,Rookie/Min,2.221677,True,True,4627882.0
329,Jordan Walsh,BOS,2221677,2406205,,,,,"$200,000",Jordan Walsh,BOS,2221677,Rookie/Min,2.221677,True,True,4627882.0
331,Toumani Camara,POR,2221677,2406205,,,,,,Toumani Camara,POR,2221677,Rookie/Min,2.221677,True,True,4627882.0
332,Leonard Miller,MIN,2221677,2406205,,,,,,Leonard Miller,MIN,2221677,Rookie/Min,2.221677,True,True,4627882.0
333,Andre Jackson Jr.,MIL,2221677,2406205,,,,,,Andre Jackson Jr.,MIL,2221677,Rookie/Min,2.221677,True,True,4627882.0
334,Trayce Jackson-Davis,GSW,2221677,2406205,,,,,,Trayce Jackson-Davis,GSW,2221677,Rookie/Min,2.221677,True,True,4627882.0
335,Craig Porter Jr.,CLE,2221677,2406205,,,,,,Craig Porter Jr.,CLE,2221677,Rookie/Min,2.221677,True,True,4627882.0
336,Mouhamed Gueye,ATL,2221677,2406205,,,,,,Mouhamed Gueye,ATL,2221677,Rookie/Min,2.221677,True,True,4627882.0
337,JaVale McGee,DAL,2208856,2208856,,,,,"$6,626,568",JaVale McGee,DAL,2208856,Rookie/Min,2.208856,True,True,4417712.0
338,Tyler Kolek,NYK,2191897,2296271,,,,,"$4,488,168",Tyler Kolek,NYK,2191897,Rookie/Min,2.191897,True,True,4488168.0
343,Tyler Smith,MIL,1955377,2296271,,,,,"$4,251,648",Tyler Smith,MIL,1955377,Rookie/Min,1.955377,True,True,4251648.0
344,Johnny Furphy,IND,1955377,2296271,,,,,"$4,251,648",Johnny Furphy,IND,1955377,Rookie/Min,1.955377,True,True,4251648.0
345,Jonathan Mogbo,TOR,1955377,2296271,,,,,"$1,955,377",Jonathan Mogbo,TOR,1955377,Rookie/Min,1.955377,True,True,4251648.0
346,Jamal Shead,TOR,1955377,2296271,,,,,"$1,955,377",Jamal Shead,TOR,1955377,Rookie/Min,1.955377,True,True,4251648.0
348,Oso Ighodaro,PHO,1955377,2296271,,,,,"$1,955,377",Oso Ighodaro,PHX,1955377,Rookie/Min,1.955377,True,True,4251648.0
350,Karlo Matković,NOP,1955377,2296271,,,,,"$1,955,377",Karlo Matković,NOR,1955377,Rookie/Min,1.955377,True,True,4251648.0
352,Jaylen Wells,MEM,1955377,2296271,,,,,"$1,955,377",Jaylen Wells,MEM,1955377,Rookie/Min,1.955377,True,True,4251648.0
353,Bronny James,LAL,1955377,2296271,,,,,"$1,955,377",Bronny James,LAL,1955377,Rookie/Min,1.955377,True,True,4251648.0
354,Cam Christie,LAC,1955377,2296271,,,,,"$1,955,377",Cam Christie,LAC,1955377,Rookie/Min,1.955377,True,True,4251648.0
356,Bobi Klintman,DET,1955377,2296271,,,,,"$1,955,377",Bobi Klintman,DET,1955377,Rookie/Min,1.955377,True,True,4251648.0
358,Jamison Battle,TOR,1955377,2296271,,,,,,Jamison Battle,TOR,1955377,Rookie/Min,1.955377,True,True,4251648.0
359,Adem Bona,PHI,1955377,2296271,,,,,,Adem Bona,PHI,1955377,Rookie/Min,1.955377,True,True,4251648.0
360,Pelle Larsson,MIA,1955377,2296271,,,,,,Pelle Larsson,MIA,1955377,Rookie/Min,1.955377,True,True,4251648.0
361,E.J. Liddell,PHO,706898,706898,,,,,"$1,413,796",E.J. Liddell,PHX,706898,Rookie/Min,0.706898,True,True,1413796.0
362,Mamadi Diakite,MEM,464050,464050,,,,,"$928,100",Mamadi Diakite,MEM,464050,Rookie/Min,0.46405,True,True,928100.0
363,Ricky Rubio,CLE,424672,424672,,,,,"$849,344",Ricky Rubio,CLE,424672,Rookie/Min,0.424672,True,True,849344.0
364,Didi Louzada,POR,268032,268032,,,,,"$1,072,128",Didi Louzada,POR,268032,Rookie/Min,0.268032,True,True,536064.0
